"","FIPS2","business_id","stars","land_area","Population"
"131","040130304023","3sFdzSZPm23b3W-bljumMA",3.5,9827944,1589
"132","040130304023","Zkl24YXMfpPnMXzjBLp3aQ",4,9827944,1589
"133","040130304023","rQEVIWkcIjnfIKUrqovUDA",4,9827944,1589
"134","040130304023","S8duZhuPOTFc2RbADd9xzg",4.5,9827944,1589
"135","040130304023","7ITniQpQnpzm47FzN6V4EA",3,9827944,1589
"136","040130304023","CVpsw1ojfQBMuasB1nF3zA",4,9827944,1589
"137","040130304023","Ln41atp8B5IKHihCh93S2g",2.5,9827944,1589
"138","040130304023","wIJ7dKz_dCNIi8fmvmxwcQ",3,9827944,1589
"139","040130304023","b6LZ_ZWMbM7J9foWyxo3aA",4,9827944,1589
"140","040130304023","s3NM3Lgh6ZHvY5sN9f-WBg",3.5,9827944,1589
"141","040130304023","vWnlScr9y2F6_ctDJZ6XLg",4,9827944,1589
"142","040130304023","gfE3L51Hdd929VXm1zEexw",2.5,9827944,1589
"143","040130304023","u9ovgPfvFLD4dK1PjLglYA",3.5,9827944,1589
"144","040130304023","1lS4-F785wYGn6u2dzUgow",3.5,9827944,1589
"145","040130304023","gb1RMqtqCo8uls6x-HCk9A",3,9827944,1589
"146","040130304023","ItAxAmUKu58IkNvrdS7hIw",3.5,9827944,1589
"147","040130304023","p9UUsIK1y3MbtS4aD0KsiA",5,9827944,1589
"148","040130304023","FqVg8SOgL31UBBa3GjKopg",5,9827944,1589
"149","040130304023","rI_9QfOPA0CLuj7jB35Gxg",4.5,9827944,1589
"150","040130405021","38nEHav_0tMMCMZXTisfCg",3.5,3997733,453
"151","040130405021","dWQUSWSYyHzQI4Poe3VLzA",3.5,3997733,453
"152","040130405021","nI1reikhvzQKyXojeUCPqg",3.5,3997733,453
"153","040130405021","5LisBU_1-UN4_5lkytpyNQ",3.5,3997733,453
"154","040130405021","J4WPiHHlzqrKH4amrFxefA",4.5,3997733,453
"155","040130405021","tab1cHVR_4PrmyGDCAHD5w",4,3997733,453
"156","040130405021","0wRPvS-sG5x-pEMKVuDBJg",3.5,3997733,453
"157","040130405021","DQY3RlqV7LlD3w4UJXiPeg",3,3997733,453
"158","040130405021","T2xiF9kMc_WRH0GeKAXC-g",3,3997733,453
"159","040130405021","0XYKFQI_Cteetvu8226jIQ",3.5,3997733,453
"160","040130405021","t7492xEXVTDGvuihdcaC1g",4,3997733,453
"161","040130405021","FpDSA0hl2TTWt_DEpYKBgg",3,3997733,453
"162","040130405021","B-sTZPVQjZUNNICer6VhYg",2.5,3997733,453
"163","040130405021","dQQ4wVKoGZGpqo_SAxz_NQ",4,3997733,453
"164","040130405021","daiQLjClgxQ2iv7iIsiNww",4.5,3997733,453
"165","040130405021","k41DURkrKj8_fSyRIxQtcA",3.5,3997733,453
"166","040130405021","gbj6dSr3NPtUABkpzztsew",3.5,3997733,453
"167","040130405022","WqxMUrN3bUwMGAHyOmibuA",4,1751263,789
"168","040130405022","nyUdKma0UUQMjqa6BaXVlg",4,1751263,789
"169","040130405022","5NyNCV8gy_UCVr08zStn4w",5,1751263,789
"170","040130405022","RrI7eg0TZtdwCpXBWHTo3A",3,1751263,789
"171","040130405022","ShtGA_xC3QVSQ4hCGBHHDg",4,1751263,789
"172","040130405022","bmePFvYkAIa3FPIMfhDDMw",3,1751263,789
"173","040130405022","i6b8U1rKrH_3DE_AoODoeA",3.5,1751263,789
"174","040130405022","WNfrtvcvESnHHUtEe2BNeA",3,1751263,789
"175","040130405022","ltAPE16jLxC-BAnHhcI9CQ",3,1751263,789
"176","040130405022","NNKTWmKBEQlMu6t-K8cYPw",2,1751263,789
"177","040130405023","cYhtaMEEumE59uUOCUaKrw",4,11938355,2371
"178","040130405023","iKArYY43xIVDiRgewMldew",3.5,11938355,2371
"179","040130405023","x55m0oB4eVv6pCnxR_9K4g",4,11938355,2371
"180","040130405023","LcCVFppz5uMUyLsIE4JVuw",2.5,11938355,2371
"181","040130405023","9VblH1pro49lXl-BMCNg0Q",4.5,11938355,2371
"182","040130405023","H6cA63f-OWXlmxcUsL4aZA",2.5,11938355,2371
"183","040130405023","RQbD1athZFAke0zBTEqgwg",3,11938355,2371
"184","040130405023","IFx7uG8_uAN1cJqMB9wyFw",3.5,11938355,2371
"185","040130405023","udVKZfBZ3IyZf_mlTy0law",4,11938355,2371
"186","040130405024","ZjpCTpG87cmd9agfpz-EaQ",3.5,2856958,1248
"187","040130405024","_9zWN4dkhMn88MPrWYnrYA",3.5,2856958,1248
"188","040130405024","7xnzVnCLsbBwfoRemL4NMQ",4,2856958,1248
"189","040130405024","LtnZjfNo4Tau4hi7zN-iBg",5,2856958,1248
"190","040130405024","PpBig3Nf7kMf5aC0HmOX1A",3.5,2856958,1248
"191","040130405024","yJ-Q2wBdrwit4RcZcZ0WEw",4,2856958,1248
"192","040130405061","CLn_HtdsNKwJ99qrXznk_A",2.5,2487829,1734
"193","040130405071","ye4n4LJFxY6sN98QDzJiWQ",2.5,1628647,1410
"194","040130405072","S-dLP6Eq4gYcxtReyjsqQA",2.5,3401247,2326
"195","040130405072","#NAME?",5,3401247,2326
"196","040130405072","Wg_mT_9_tLbsLfzTtnOBqA",3,3401247,2326
"197","040130405072","hg2a2wk8VoCdkhxi6kr_pA",3.5,3401247,2326
"198","040130405072","xk1jErSSBUN_LRy_HykGvA",5,3401247,2326
"199","040130405072","WzXRXrAeCkHWlVdkbPfP-Q",3,3401247,2326
"200","040130405072","GSxkH_GCTuySl3KHSdroQw",3,3401247,2326
"201","040130405072","s3uNPDXPX9_VJKwZswAlbw",5,3401247,2326
"202","040130405072","1IjvqHlYig-dm9oWEkIkYA",5,3401247,2326
"203","040130405072","EnDZFtgdWN7dW17fPdGxgg",3.5,3401247,2326
"204","040130405072","cHBtAzDjkNBrfIDR_4PWQQ",3.5,3401247,2326
"205","040130405072","SZRqwvFNaml23d79-kMC8A",3.5,3401247,2326
"206","040130405072","VEVeXNBX_LUoHaHCJpxUMQ",3.5,3401247,2326
"207","040130405072","UPU4ynb-TVLHFoqFaC74cA",3.5,3401247,2326
"208","040130405072","y7LmOiJQtISiCBEsNVOYzQ",5,3401247,2326
"209","040130405072","U1uIaJOLfu1ugN08NzxxWQ",4.5,3401247,2326
"210","040130405072","Mil1EZz54GciigQLwpdtmA",4,3401247,2326
"211","040130405072","yBO81im4w3oM5Cl49qe07w",3.5,3401247,2326
"212","040130405072","5rLrDmE3p2X6SWXgOzP-cw",3.5,3401247,2326
"213","040130405073","jg-gu38r6guL0z4e9wqOoA",2.5,630355,751
"214","040130405073","xgfjaN0Vt9cj2div4kIKUg",4.5,630355,751
"215","040130405075","KWHxtFzhNG-Wk1wKv0qTRQ",4.5,1157023,823
"216","040130405075","QfDhJxiuMn4FnE5YwTIRgg",4,1157023,823
"217","040130405121","Wf0kUu4bQyWMTaV77ZB1Gg",5,1952396,1690
"218","040130405151","t803CrM2RLHWktYTw5y_mg",3,1834331790,2511
"219","040130405151","GsdTYgE4GqHYTTnA9v9J0Q",5,1834331790,2511
"220","040130405151","Fn3bbyG6Pk0VvSPf9lQrow",5,1834331790,2511
"221","040130405151","sTVJFC_4R8aZv5Emge6ucw",3,1834331790,2511
"222","040130405152","HAKDE_lETkIj_JJYLBh3sQ",5,423356320,2281
"223","040130405152","2J6Ffxeb4nk3BAtbC1nxqw",3,423356320,2281
"224","040130405152","ZgT_GjPHjwzk7l04xU-u_A",4,423356320,2281
"225","040130405152","lx__YjGOYxuIeK2VsTUfEg",4.5,423356320,2281
"226","040130405162","oZmGpuygmViMCc27CerS7Q",3,44479888,2074
"227","040130405171","3O9skqwcT-oqCET56gGChQ",3.5,69407047,4058
"228","040130405172","k94x--NChSq4BCO7XiOXYA",4.5,83552197,3563
"229","040130405172","cvPHMv9ZIkJ4UNCwZB3nDQ",3.5,83552197,3563
"230","040130405181","YoFDcnwQH2UWybgc_nJrjQ",4,357963566,1767
"231","040130405181","V8QcGP4kzrpyX0KQFPabWw",5,357963566,1767
"232","040130405181","BbsiNNh2FNbU2fHIgAOk2A",3,357963566,1767
"233","040130405181","sv8tYgFzIRKHHERURumyVQ",4,357963566,1767
"234","040130405191","znFmpec1mPxgCb9mDeVc-A",4.5,222974132,1785
"235","040130405191","FzXI6ohEMiLhZsvVZSStCw",3.5,222974132,1785
"236","040130405191","BWTF6pUy7pptYNTfQVBiiQ",4.5,222974132,1785
"237","040130405191","3u18RVyDlsy3Y-Mrt9Cukg",3.5,222974132,1785
"238","040130405191","TUuL1Rvl0RkOKCKX1tKgnQ",5,222974132,1785
"239","040130405191","sCQ6qgzt4RnRnYXDgq50Uw",4,222974132,1785
"240","040130405192","w5kFiyf1nINegQi1OcVeLA",3,3202924,751
"241","040130405192","brz0ho_6H2RBhNzl97veEw",3,3202924,751
"242","040130405192","YycMnM6vEJF8STURP7qnxw",4,3202924,751
"243","040130405202","sZBnhNLFdFGECTHapB9NWA",3.5,20658582,1605
"244","040130405202","1CU_ksC32Hz7QmioMH91nQ",4.5,20658582,1605
"245","040130405202","dGjOCZsRnjdTlcIBDmAJjA",3.5,20658582,1605
"246","040130405202","RdMnnZDQQxPPhhKEDkjGmw",3.5,20658582,1605
"247","040130405202","C_KNnklWpDle6mioOPwTJw",3,20658582,1605
"248","040130405202","30Xt5MnKfa0PtsRURwP2vQ",4.5,20658582,1605
"249","040130405211","IycKEmX10BBhPQFJFVYCBg",5,32566652,4560
"250","040130405231","vak5DKpHttVwT0WDhD5Pxw",4,4363941,3300
"251","040130405231","BcitqaLRIE9yOaYxgfridw",5,4363941,3300
"252","040130405253","PQt8GULqftvPaAhu0ribTw",4,563693,534
"253","040130405255","AAJ5L1k-bFo1_inbyiylSA",3.5,989134,563
"254","040130405272","Z3qgVnq2T2iXvYtBvPY_3A",2,666441,1013
"255","040130405273","h_FP6Lho52MIorjH8GuerQ",3.5,1253956,2595
"256","040130405273","brNmpbkBhaejg7aUDSNDmw",3,1253956,2595
"257","040130405273","_bSdZgx6OuvkfIdudGKwGg",3,1253956,2595
"258","040130405273","EVR7ss3gCgRmXZT7TvZgzA",4.5,1253956,2595
"259","040130405273","kVxtrwtfgNKbaoaT8tzqNQ",4,1253956,2595
"260","040130405273","vk_yD30D0xGjz-Gn-Z1-lw",3,1253956,2595
"261","040130405273","BO6Je0-hF4AJdptw42OrXA",3,1253956,2595
"262","040130405273","V3lUjPwjbrpXTP_7w6BtIw",1.5,1253956,2595
"263","040130405273","eB7jr6YI5EZvSiGLPspyZg",4,1253956,2595
"264","040130405273","n87ZF6btSU6Tmoq4AeGDiQ",3,1253956,2595
"265","040130405273","yoA1tCBRrUt4a65CSjNHJw",3,1253956,2595
"266","040130405273","9ibpGLkiSO2dsqlgWsJxJQ",3.5,1253956,2595
"267","040130405273","s82MG3vqzyqQ_olADgNhFw",3,1253956,2595
"268","040130405273","BBFXBS6zkhJVDSfe9Fg8Pw",3.5,1253956,2595
"269","040130405273","2ndAAX7cHQoex6ZDpDYxhA",4,1253956,2595
"270","040130405273","EVc3mv-_1buaBaOkhu6hYw",3.5,1253956,2595
"271","040130405273","qY9gEd7z2VaM7fn94ivAHw",3.5,1253956,2595
"272","040130405273","BZ841OH1n3Ng4CEn7iB6_Q",4,1253956,2595
"273","040130405273","mPlb1hB-A_3Stg7eUebZGw",4,1253956,2595
"274","040130405273","GM7yA-AI9b7jQIl1r4I4Kw",3.5,1253956,2595
"275","040130405284","I-7cYhaFd5YsnApm9YqycQ",3.5,1264331,821
"276","040130405284","XPTBPFBwjvF7rJfUa-wG5g",4,1264331,821
"277","040130405285","4tncsL-je3tcBhg-uppJVQ",3,1479221,1330
"278","040130405286","oPH_GZyKw_QzPAV-TG0x1A",4,1631645,1369
"279","040130405286","d4GSh1BalxvQCU7zLe6Lzw",4,1631645,1369
"280","040130405286","-6yIYUuwYcZnClI_8_ojVg",2.5,1631645,1369
"281","040130405293","00F1t_WeyPx4eQV3kPqv5w",4,584310,223
"282","040130405293","Is3U9gbaxhcWe-7JDMGs4g",2.5,584310,223
"283","040130405293","50cJrzHLMDQiazc-w0V2gA",4,584310,223
"284","040130405293","FZPbrikYVgDuzNFXHNC2cA",2.5,584310,223
"285","040130405293","oAdYs2AxoZliP-kamBbPOQ",4.5,584310,223
"286","040130405293","2mzgdkSCNIGr0LYAr8i3Yw",3,584310,223
"287","040130405293","qDKU4lHsJ5viB2gjP-bjsA",2.5,584310,223
"288","040130405293","haK0UcZoBP0ZEEpUbdewDQ",3.5,584310,223
"289","040130405293","3fWX1wBJDsDiMsFZ1iFzyA",1.5,584310,223
"290","040130405302","iaEqryy7OwAOAQkLWDBquQ",4,1019351,1944
"291","040130405302","Y5IGrS1bgG0WdP4td8sz4w",5,1019351,1944
"292","040130405302","rPyld8K97IwARW1Q92DFwA",3,1019351,1944
"293","040130405302","JgyUh1fMQhFBq2GiWU9teA",4,1019351,1944
"294","040130405302","nlRvjZpJ4a5J7UswtKLANg",5,1019351,1944
"295","040130405302","DalZjrdwVHkPZUz5k1soCg",3,1019351,1944
"296","040130405302","_TiX1DgK-5KGPp1Wwez95w",3.5,1019351,1944
"297","040130405302","_6NsHJ6OxYCWz9ml9APZsw",3.5,1019351,1944
"298","040130405302","u7pDoiqy3u0fv8kRHleYkA",3.5,1019351,1944
"299","040130405302","QhuxZVe8Bd7RrUPvzLnz7w",2.5,1019351,1944
"300","040130405302","TvcEDOBqkQM1kiTLrk0l-g",3.5,1019351,1944
"301","040130405302","zg0s-Jbx8nJHf4zOD4fRrg",1.5,1019351,1944
"302","040130405302","seq-ve9DYuPkR4HdQ4DISA",3,1019351,1944
"303","040130405302","lTgbj26dpv8Ltzbf83T6oQ",4.5,1019351,1944
"304","040130405302","JGpl_nv5hHKGEOdphj-9-g",3,1019351,1944
"305","040130405302","#NAME?",5,1019351,1944
"306","040130405311","OzrOuMIig4Zvq1qyFutH2Q",4,847927,1371
"307","040130405311","0VhpuQ8pQcJU5DgNfk1KYA",2,847927,1371
"308","040130405311","pOoWljJfw8bt024F_spx8w",4.5,847927,1371
"309","040130405311","W8SNhcFFMcdBQ8x2ayCquw",5,847927,1371
"310","040130405311","Ja0FXIm3F_BHJzGLL37RdA",4.5,847927,1371
"311","040130405311","ilAHA82RvrT2p04qYh1LWw",3.5,847927,1371
"312","040130405311","wNGb_2d7xNME1gEvzluCnA",3,847927,1371
"313","040130405311","l9lhGTM2jWHlcddeWkiN5g",3,847927,1371
"314","040130405311","W0uhq4kyAlyd_IQC882hig",3,847927,1371
"315","040130405311","HIDbbzPS4scjs933WKmc6A",4,847927,1371
"316","040130405311","6dB7ZoMKYIMH-8r2c-I4fA",2.5,847927,1371
"317","040130405311","BuQUeOTJychkWdyqQfA7Gg",2,847927,1371
"318","040130405311","p140_QclVz7O3E3WMxHqew",2.5,847927,1371
"319","040130405311","7ThnfHX3CVX8ZQQQVOZbmw",4.5,847927,1371
"320","040130405312","iz7CE0-jUgo3UU6DJbpv-Q",3.5,618431,829
"321","040130405312","kr1KdsKotbxbZnTyLJNOWw",3.5,618431,829
"322","040130405313","OXwKBaV74IM_VduC5OWV1g",4,326691,242
"323","040130405313","4dAvlk4JufJKX3bYB6YLCQ",4.5,326691,242
"324","040130405313","UFxWlxgtlnuFCaGcaBuoXQ",2,326691,242
"325","040130405313","gqgAKOQaBU_xDRSjrWMCTQ",3.5,326691,242
"326","040130405313","1mzM1-IeDhPOmWXaHOUbmw",4.5,326691,242
"327","040130405313","1WZ-rmm7WFajdd4wm_bZvQ",3,326691,242
"328","040130405313","#NAME?",4.5,326691,242
"329","040130405313","uy0YRkWZ7T30f6ruH-51Mg",3,326691,242
"330","040130405313","9IhB1OUtfTdJyyuZvkt9pQ",3,326691,242
"331","040130405313","MgBLdfP42e9vVaZ-q4_YlA",3.5,326691,242
"332","040130405314","MhkZLdUFaHt5SDcQcqOWQg",3.5,885822,953
"333","040130405314","gLYiL7Pywqp6AWWfK7Nnbg",4,885822,953
"334","040130405314","40_99L6HTtK_eHHT_tCjmw",3.5,885822,953
"335","040130405314","ETwuzl7XCvsREESKJh-iwg",4,885822,953
"336","040130405314","fRA4Ey9Z3QBN-sV5pUFnjA",3.5,885822,953
"337","040130405314","OQ2wAYjUt1vkF_LQm8dC0w",3,885822,953
"338","040130405314","kFUku0uG1OzQ4OFC__FyHQ",3,885822,953
"339","040130405314","g9xm7b1MfPxViRdyN6Vtjw",3,885822,953
"340","040130405314","AWLrBBkovnoJxhOglCygXw",3,885822,953
"341","040130405314","S_8-n1ENaH4v4P_BV6lwmw",4,885822,953
"342","040130405314","FIo91jpKOYVWejRId9DR_A",1.5,885822,953
"343","040130405314","EzqKpfxfavimO5P1heGVRQ",2.5,885822,953
"344","040130405314","rw7JAQHE5Kpgs6YUMBeaBA",3,885822,953
"345","040130405314","J7DYRCtU9Tdtja5c7k1sjQ",2.5,885822,953
"346","040130405314","UYGhLm3yZEI6LePTWwx74w",2.5,885822,953
"347","040130405314","Q1cSwGiy-RU9XXf9T7HqRw",2.5,885822,953
"348","040130405314","WfXpcau7CoaooreF6kdqSw",3,885822,953
"349","040130405314","bU1ShcSD6obWRDqyu-IG4w",3,885822,953
"350","040130405314","PdTyucLF2U9rO3aN39m-eg",3,885822,953
"351","040130405314","dajwInsYeaIsRLY6vd6Zzw",2.5,885822,953
"352","040130405314","yqTromUJgF6Ll7VVo4iF0A",4,885822,953
