"","business_id","longitude","latitude","stars"
"62","JfBxZQCRtPoNewr6QM8Hng",-89.5277025,43.0929029,3.5
"63","G1qUGBNYNS220jKlPAlFsA",-89.5120419,43.095724,4
"64","oJUAJ6uqMbFYJjtPjanjRg",-89.5271245,43.075383,3
"65","xm1RtU63jxjYsm-7dzGaZA",-89.5093171,43.0570899,3
"66","6oDZ78JiSKjXVLcurCpnhw",-89.5021602,43.0844596,3
"67","vnwpKCeTrmt3FgMrE7AM-w",-89.5280385,43.0749226,4.5
"68","kiAsweI4sOjDzGyz3Y_HsQ",-89.5113122,43.1062742,4.5
"69","qNBvH111qgJgLYUScbph7g",-89.51012134552,43.1092183291912,4.5
"70","mbtGl2I2A2To-8jiggN99g",-89.497265,43.0966499,2
"71","q8fD82us6uuGufvI44NoAg",-89.5109658,43.0955423,4
"72","oc0rCahXOaJeHLzzDdSfyA",-89.513737,43.096359,3
"73","Nj0vQjUYjaa7qbvZlEr2jQ",-89.4949394,43.0968907,2.5
"74","ugGTR2EvJ0c_-TpMS1LSNw",-89.4933701,43.0947544,4
"75","B0Vuwn6Hugc-0U5n31YBfg",-89.48674,43.102896,4
"76","pwHZ5uUB3cWis9O-L__hdA",-89.5253382,43.09384,2
"77","wVFxEPUy0Pcjr4GI5Cbr4Q",-89.4707159,43.1136024,1.5
"78","vknZxEFCHOMidG0OJKYekA",-89.511286765337,43.1052072794222,2.5
"79","Za25Zmt4pmc2WQ2eJaa1fQ",-89.5036373,43.1156067,4
"80","Wn8NhS-L1ck6jbTjX88Kkg",-89.51625,43.094876,4
"81","bMnr4RK5HEFvpuuxB5xRoA",-89.4957363,43.0961424,4
"82","uyp8kpTXKfKXvAB8HdJSAA",-89.5104646682739,43.1109151584112,3.5
"83","3zD6rxB92Mr0jb-LoYFFWw",-89.2275279,43.1876921,1.5
"84","OC8AUJshLVimn_-P_INvJw",-89.2185271,43.1832772,2.5
"85","JGa7YehwC9UzpPQF8-pMeQ",-89.2340467,43.1798191,3.5
"86","xLmC8OBxrfPkJCC1HzeNhg",-89.23571,43.175676,5
"87","2pmMehsVKnwhgWPSOxrkjA",-89.2287907,43.1876509,4
"88","NDAxF0_RCZBQedVO_d5WnA",-89.2304766,43.1807862,3
"89","eptljN50_4BpIwc2Op_A_A",-89.241085,43.1783069,4
"90","u2suyhwZNjBkGDHKQ2uJOA",-89.226643,43.187917,3
"91","Xp7OA8gz7zDgB3I54jyb4g",-89.2255538,43.1822682,3
"92","5uxhIGZlJm9g_zfG_83z5Q",-89.2482454,43.1753813,3
"93","yV-eB-pQVeWE7W-WPC8BUg",-89.230853,43.188072,4.5
"94","rwerz1huEtiGR97ijEYeBQ",-89.2260475,43.2241678,2.5
"95","unMqU0OrlniCOKZIoQHb0A",-89.231699,43.186768,1
"96","h_lhVizdHBJOVNAIgTB3eQ",-89.2255595,43.1941768,4.5
"97","O9j6UX2LHdszkExzJ-v-BA",-89.2124176025391,43.1836504964294,5
"98","tZbKiggbDGeBpGnOYk0Syw",-89.245982,43.174517,2
"99","MlWXHxdbIODf9GUcvUTfGQ",-89.2308961,43.1867059,3.5
"100","yrtaaA32fCMh6A-DcGAnrg",-89.2100449,43.1798042,3.5
"101","RIsEPpt2jM7c_Ko_CyLwMw",-89.225254,43.1824889,4
"102","AnNk4SGK3bKtnvrOajhpug",-89.192955,43.205895,5
"103","Bw0_JDQnZeYf-2xTCpVEHA",-89.211321,43.195821,4.5
"104","22UfD-4PEOgXTr6sev5McQ",-89.3524764,43.2072666,4
"105","O_Pu4mKGOqQVlmH07Zbnhg",-89.3387925624847,43.1934048235416,3.5
"106","HGzdDbukK8RJEc623kLz5Q",-89.344187,43.19553,3.5
"107","jpxlSFhdrtbNyxS6vB036A",-89.343511,43.196191,4
"108","YypLpwWA75Y9aWPCJwTv8g",-89.526072,43.074466,3.5
"109","j1ezGpPI4vmqBLwyyLIsNA",-89.3484538793564,43.0934121495742,2.5
"110","0ilWo2kWlmP_Nv-P2rcNOA",-89.3439745,43.1035763,4.5
"111","5FlmcwCLqFveKQ-GVeolig",-89.3066659,43.1193998,4
"112","oX6KamASYXnMIe5kpVhezw",-89.3083769,43.120575,3.5
"113","TEmZrRoun4ws7GMAbMpQUw",-89.294337,43.1292399,4
"114","pcRVuHC1RXOkLQJ_haePGQ",-89.3079672,43.1206625,3
"115","OYZOzzipfXdWrYe1A2zeKw",-89.3607378,43.1294885,3
"116","NxxplxNZnrNEYXHTgv9h8g",-89.3241248,43.0786878,5
"117","S4TWo9X6b3gU6uucj4JN3g",-89.314621,43.120577,3.5
"118","xZwaUcrFMSY1O9dK2dAUpA",-89.3636251240969,43.0944782495499,3.5
"119","89O2bCyo92IpEEvgFXqOMw",-89.323053,43.11731,3.5
"120","qQvpS262VPEHKZvM6j5uhQ",-89.3247222,43.1233605,2.5
"121","XWDk-pLSbVE2Vvv9Z-zusQ",-89.347232,43.101439,1.5
"122","NP5ip6oP6O57wjnnEy0P2w",-89.3589989,43.1140154,1.5
"123","T9l9Z3FKMSCIYvsP2g4efw",-89.3475758,43.100181,5
"124","fBSd-fl9-9LkitwrFRcBng",-89.2999325,43.1247375,2
"125","1hBOR97oX5Xph3J8Tdob7w",-89.5296526,43.0904234,2.5
"126","ybkWtM1ZnT2ewuquj3A9KQ",-89.3609713,43.12967,3
"127","MHPJoUzvIT4aTKOG2elw3Q",-89.3043428,43.1280302,1.5
"128","zAsxPh3h9xMQnSDGl41kSg",-89.3504214,43.0931063,3.5
"129","f5ntGOT9_0pCdeUaUVi9cg",-89.3520712,43.092724,4
"130","0FdNeZAx-afgg8HV9oyqSw",-89.363672,43.0947001,3.5
"131","YSXuWnwzfC7EN2ZMB_A2Ng",-89.305024,43.127374,3.5
"132","Wk8sSxmxDdj_n4WJJRRLwQ",-89.303076,43.132764,2
"133","7DG41ejpSiTI-qDyBYFxwQ",-89.3632832,43.1077661,4
"134","jo-BEjs7UYovOAupDAN_yw",-89.3632614,43.129412,1.5
"135","lNE3gOMb724YPlZAA8WlXQ",-89.3141696,43.1234137,2.5
"136","cpGv6ES2hzPCtCUQgipwXw",-89.3644666671753,43.0984345318305,4
"137","V5S43vHLhHxKCb06Jwa3vw",-89.3342888,43.1101326,5
"138","wPidHd5FxspPRgVqdEQ-Xw",-89.3257337,43.1146494,2.5
"139","90wO0kSfCg6fETC4EY3aIg",-89.330714,43.123477,5
"140","Z93nRPr4suUxo63pJR9dkw",-89.354953,43.092875,4.5
"141","yYIEKwgQUHJpySOcVdCAkg",-89.299369,43.136087,2.5
"142","pSiRWeCqs7a1xvS9ycLoTQ",-89.2911086,43.1065745,2
"143","oepqORGAqs3etUD9wwr1uQ",-89.349247,43.100308,2.5
"144","QF14BFUVHRODxGNVflgm3A",-89.2941061,43.1294409,3
"145","5TQQy_x_ArR3_5L5L0fFVQ",-89.358775,43.10565,3.5
"146","11yg-JMNCFowyIjJarzuDQ",-89.300914,43.132307,4
"147","R6ojvMJvskHGBbtednMQ1g",-89.3599555,43.0919183,4.5
"148","q83uB6EGF6y2MuR-7VZPRg",-89.3718005,43.1340507,2
"149","-52nir13iFnSMdBew674HA",-89.295901,43.13219,3
"150","bYdniNQEdYolz0onDWj0CA",-89.292987,43.128685,2.5
"151","oudTF4EN_C8thENGiTQf-w",-89.3087635,43.1266792,3
"152","ZjwZIQM4TfFO7T7ck7FtYQ",-89.349625,43.112943,3
"153","fMubmh1kiGwtxAUZ-mc3wA",-89.327917,43.121827,4.5
"154","MVFeOZVt641WBvdsRmnhPg",-89.357979,43.104434,4
"155","JFxTRyDQ-JhyMnDBVFzHLw",-89.3553552031517,43.0917081981897,2.5
"156","9vgu6o1CwP5NakVkb29z0g",-89.3043221,43.1280801,4.5
"157","QMWdcByvCYCrs7-IQyr26w",-89.3473189,43.0936783,4
"158","hUS4D74YDHobcggC4-YMqw",-89.3633619,43.1207377,4
"159","qTzXFsBjMmOQHeRrWnJYLg",-89.309778,43.1247324,4
"160","CRKM5F4MHGHvEGgI3LXy8A",-89.304342,43.1280827,2
"161","MFANntSgzNkjStqgB2xtHw",-89.3123191,43.1226306,2
"162","JdCFcgw4yk4M1ZRhAhBIag",-89.303977,43.130005,2.5
"163","wls7FRMgIn8VlK1ji5Ms5g",-89.3471777,43.1113976,3.5
"164","311yXufoXR2dFngMHS9MFg",-89.3420412,43.1042988,3
"165","QB64-PgfEUzbrOL50bJ0Bw",-89.3177873,43.1216992,1
"166","i9JeI7bd1qXGi15FoD45GA",-89.299579,43.132119,2
"167","DPViYrvLCByFRQBl90TLsg",-89.3615364,43.1298818,4.5
"168","rgyvl8tNVAony634_9vFdQ",-89.342924,43.10379,4
"169","sqWMSOlxpGniLqMzXmfBZQ",-89.322367,43.117569,3.5
"170","Jz-F6OLH8MO1arbHoI6Jug",-89.36162,43.095358,3
"171","v5a-Mj4eO1E--HmgwEWo7A",-89.307157,43.128034,3
"172","01gRLh9-kr_ZYABrGwNxpg",-89.354395,43.092592,4
"173","HTplzElel_F_U_qhWuDKdg",-89.35019,43.103498,4
"174","O5lo-GKCG3cX8X4bh_DR_A",-89.314783,43.122528,3
"175","izF6o43M1eWpivukmRQpRg",-89.3257766,43.116509,3.5
"176","0oQFFOdPZycIBmGkoBrlbg",-89.309787618491,43.125399240613,4
"177","Hh5lyZtOrS5LKk4YCgj8Kw",-89.3093171,43.1276473,2.5
"178","GoqN6AJD5_mZGcXHjjCxkg",-89.363751,43.1131238,2.5
"179","QdSGdvZATzejDkSs435Rdw",-89.2873539,43.107341,2.5
"180","a933ecROIB44zhzos11YTg",-89.322682,43.1184983,2.5
"181","iGMkJINjPT0izqEZCFuC3A",-89.3089582,43.1208396,4.5
"182","k9KL0ClKt37VZ2E6eXs32Q",-89.3111011,43.1212863,2.5
"183","1YEuqVtVMHdpavzoGcUUug",-89.3062815,43.1296507,2
"184","jd7yAsF-T4OlI4ejkJYJrQ",-89.300942,43.134632,3.5
"185","MLD-FXAHLbdiHOcyeoW-Fg",-89.351502,43.0903644,3.5
"186","bAew9nt-tw8YGjjD64gVWQ",-89.293855,43.126909,3.5
"187","7uoxZ35biPZfl8m5w2_XRA",-89.3484122,43.1005986,3.5
"188","uzJ2Vefb951El2oneQI8NQ",-89.3537541,43.0923931,3.5
"189","smHuQzYNOkN2CHDjLG8KBA",-89.3328481,43.0997313,4
"190","JPFzpR5PvZWqHXQMIZFk2w",-89.309042,43.122992,4
"191","fjaQ3Ixkofh8xGhklUtDnA",-89.3518969,43.09242,4
"192","WxfedycTcbQO_GuXHo9Ypw",-89.3704364,43.1338307,4.5
"193","FrT0OQFkUZBtfoW3V1Wpfw",-89.3072797,43.1522035,5
"194","HYFwjbK7HbvzENF44ACfdA",-89.3004341,43.1370706,3.5
"195","J2AiPQnKWBxBwc4MMkbH8w",-89.3553421,43.1234303,4
"196","MQtzOBwYXrTjqkWLLKInew",-89.3564747,43.0913533,4
"197","YlznKuAxnd7j3QfXFzoIog",-89.3546501,43.0925267,4.5
"198","TLjnOhDnazyPJmI8LqU5-g",-89.3473984,43.0945062,3
"199","IoPdC59QwkWYm31xPkwcPw",-89.295378,43.127507,3
"200","Ryq600aoE3h8_qRQGIed9A",-89.345949,43.102942,4
"201","jqOPL979k-t_Vc049CnAjg",-89.2906599,43.1065701,4
"202","sUxPe5A2NvEHs12UokMyBQ",-89.290819,43.111316,3
"203","BdO3fRKops_wgmUPYyLGDw",-89.3415429,43.0939659,3.5
"204","XTGb5b3LBuhWHhJS1xPnQQ",-89.36302,43.1070939,4.5
"205","2fPABODueZ0RSOFln5Yl5A",-89.296004,43.128775,2.5
"206","biPufUGJXOeWLDz_hteueg",-89.292642,43.127195,3.5
"207","rut_67Vzg88Ge8p4flQKjQ",-89.3615283,43.1298788,3.5
"208","UV9c6A16IXXA7JmkTor8Tg",-89.3475357,43.0937266,3.5
"209","nE51k932dNFc-gClgPguVw",-89.3546823,43.0922016,3.5
"210","4N7dN61pyPfcxmKgXWQPfw",-89.3635207,43.1284967,4.5
"211","Q3GGB4ZMajP-Qmtdr1cVZw",-89.3353222,43.0927289,4.5
"212","xMyTUliefguc3bfetGebJg",-89.360787,43.092236,2.5
"213","jqo3Ljexof9sA8PhSTwEjA",-89.3124158,43.1222472,4
"214","68JsiWNLKs8NDCrBCxIWMA",-89.363442,43.111265,3
"215","PhdMPqSdLZi6IV8SdnpUAQ",-89.309419,43.126269,3.5
"216","eC4iEcRR3p5NLq9Zf80ZGg",-89.3115905,43.1264618,3.5
"217","uQ1YuSiDgHwVwdFVW-nLqA",-89.321196,43.1182779,2
"218","qt3WwxMYShshHX7UsyTK-g",-89.3063704,43.1299173,1.5
"219","-4PHmmCt_RmAfaE3sDKW_g",-89.3514303,43.0928896,3
"220","jMXL4JB6GoSeOINOtZdFew",-89.3090879,43.1253862,1.5
"221","AyAJs-XGv2_Cn_LPH1DWyg",-89.3258828,43.1401969,4.5
"222","JJFoeKZXgi2_LeECDMkkoQ",-89.3601219153442,43.0928709123715,4
"223","LkFYWBEdmHE05UkfIkK4EA",-89.353685,43.0944209,4.5
"224","KHOHjA8HOcTlFBCtMQFv8A",-89.3493112,43.0931332,4
"225","5tW2BXvINlk5MmiKelcByQ",-89.351978,43.1067119,3.5
"226","ykxf0XiJt-d76dBwfO_yew",-89.2987432,43.1314601,3
"227","3m64jZztOV8UnKf0RBGUQA",-89.3550575,43.1267381,3
"228","pSYCSXgabSKKJrIEJG-FLQ",-89.3519395,43.0962483,4.5
"229","Yn89vJYXcdprx9U_w1qmMw",-89.306217,43.1280077,3
"230","vP7-03_-_NoNfwfeYADDPA",-89.3342888,43.1101326,5
"231","HLWtNcf3l-wKb6v9duteMQ",-89.355581,43.123698,4
"232","XIZ259hZ6Yww3C0o97MgUQ",-89.30111,43.127149,3
"233","XlXdO2zgB5DsJygapc2Ksw",-89.3632557,43.1071764,4
"234","pFdDhXs8-a07NwX4L506BQ",-89.34054,43.093846,4.5
"235","Pa_brCvUaiUPPvm3tJQwgw",-89.3284689,43.1146547,3.5
"236","j515klfbCAEF3KPiKvHz9g",-89.3258863,43.140174,4.5
"237","bYEwuO-Z14enA88RKyMHbw",-89.3487622,43.1007137,4.5
"238","jm3K37BEkL8-a_aytbCXvA",-89.3259721,43.1205068,5
"239","S2x-rEziU3ONR9zO_vpPxA",-89.3014893,43.131078,3.5
"240","yCbzzYKkPe1kfeMDdGq03Q",-89.3458084,43.1364687,4.5
"241","Pn4xv1BGBmtpVBmUcIsrpQ",-89.4065728,43.0710426,4.5
"242","tgGaaLuFPbeiwPZcAKFxGA",-89.308035,43.086441,1
"243","MONajnUQ5-IRtv8PSPn_yA",-89.3070715,43.084991,4
"244","UWyW-lyljb_SrCnSEuugUQ",-89.3149176,43.0960668,5
"245","gzZsvqloSosWREQMHCm75Q",-89.3098062,43.0862454,4
"246","Jb5SB2OXbRW0e7ErGlMK-Q",-89.325334,43.0851535,3.5
"247","IGSFz916np_GyQvlagAnlg",-89.30834,43.09011,2.5
"248","acnZqXktCu7_x2c4i3tMsw",-89.3251036,43.0846478,5
"249","IfC3d5YvkdaQ6ZHSpojMyw",-89.3272084,43.0862623,3.5
"250","CgUFVo2ANTRujxYOiY_dmg",-89.31183,43.098863,4
"251","IlE4UouTsBEGiJ_bNrb5ug",-89.3378034,43.0999599,5
"252","zHdt_KW2QqgJJ9bLmtShdQ",-89.323239,43.116522,4
"253","hmYAW7mhIz_o8ArencdkDw",-89.325383,43.0454342,3
"254","CLvpX-lYjnz6FvtmMRkYew",-89.310607,43.067366,4
"255","BUOWRkEr9Au2BVW2QmW2bA",-89.3259828,43.0594972,4
"256","pA8LTxI1D44aKb3w-l6apA",-89.3222129,43.0525267,4.5
"257","pHBQ-dQRwN3z7Rq7iSog-A",-89.299749,43.084614,1.5
"258","BB4Oz3qBqihEvgZAoaTeIA",-89.322187,43.083988,5
"259","Py2Jmwm7QXZRCVJ5hnPXgw",-89.3255237,43.0546552,5
"260","JD04BlA142xkYsPTErQOrg",-89.3095145,43.0684849,3
"261","X-faLNeej7Q83o57uGTTKg",-89.3262278,43.0626817,2
"262","QwUHifLjoc5hoxa74jpwGQ",-89.3022244,43.0842813,1.5
"263","brkJrGv2Eaj9NTl9g2RMgA",-89.3261015,43.0702323,3
"264","vTxI_H5Av6J-a4nnKpodrA",-89.310619,43.06529,2.5
"265","spiYqne1kXzYQxDTZfKt2g",-89.325618,43.050444,3.5
"266","ZgtTB4n62l6E9QzFFAX9vw",-89.310603,43.068024,4.5
"267","U_m1zmeKhRkqOLxHFBXdEg",-89.32615,43.055932,2
"268","SqdO4jenDHNwHeSKmULPrA",-89.311964,43.049484,2
"269","zUR94L72x2yUit8mGC2tgA",-89.3245895,43.0473997,4.5
"270","ImBOmnSOb1ajWskhQyaa4Q",-89.2992105,43.0482892,4
"271","JU1ITL_GIF3wmkIdCO_Ztg",-89.3259917,43.076229,4
"272","OS1AyePB5nFUqM2WFgXVEQ",-89.3261203,43.0671913,4.5
"273","UyEbMXjDTNGks_k12fGNdg",-89.307305,43.073723,4
"274","xod-YOn69KMhUHBkd6boOQ",-89.333121,43.071229,5
"275","Hld3cjWyfPpW5hDcgXfNQA",-89.326138,43.0567319,3.5
"276","psze2Qlw2_dEsFpDj0N08w",-89.299815,43.085228,4
"277","OxR3b_qcMJlzwzGPU5fmdA",-89.452798752188,43.074135391758,4
"278","8AGIIxZ-BBHbEGsgmhOOwA",-89.305583,43.047206,1
"279","cRqZ_w9ImfYYIXTHpJMv0Q",-89.326148,43.056329,3.5
"280","tE8MQ9I7E2_Xvm4AvykXrw",-89.211447,43.182386,3.5
"281","229b4Pen_-XsyZ3Y2ktxGA",-89.3027572,43.0843652,3
"282","WfeA7PurZdBOPXcGB27vEA",-89.3261261,43.0576413,3.5
"283","kOXJrbuB1a1Na6sf_WQnDg",-89.325947,43.048755,2
"284","I8Bx7iuHWz6d2TQDfKfjqA",-89.3255234,43.0547023,4
"285","ki33_SvM4kPjgA44Re8-zQ",-89.326717,43.056621,4.5
"286","LWmlH8MwUnwMWN5Ma8utnQ",-89.32607,43.057298,4
"287","cCStad4wX3ADPbz5AHCn9g",-89.3160033,43.0841604,1
"288","qctWDQ4cQ4w7Y2TCCILTmQ",-89.324228,43.0792472,4.5
"289","OejdaKwkMAHvNe5mL2-emg",-89.3097062,43.0713705,3.5
"290","xou2z56CFTWYoA99s4DpTg",-89.3246,43.0477,3
"291","QfCHvy6v39xPH7CvCASlFg",-89.321822,43.0834895,3.5
"292","qodyGnpmj1zEfi7nJ534BA",-89.32527,43.0569909,4
"293","p96EgQMm-31P1FecUtE8TA",-89.3157756,43.0738513,5
"294","kZiRL1dkGowCcL7nM86OYg",-89.3173047,43.048463,3.5
"295","unXHmjewHGeWQwJr74Sy9g",-89.3010563,43.0844719,3
"296","JD1uVun5FEF_Ih2PnHCbuA",-89.31379,43.084321,3
"297","X2dc1qToP9rgduDzuNG-qw",-89.3265371,43.0623615,4
"298","l-N4ywQ0eOY1QTQgLgCp_A",-89.322571,43.046379,3
"299","d4JotJ_TGNCm9y-TB4e86Q",-89.3214992,43.0837606,3
"300","R6TxOULUEMSq1-7P0w6kTA",-89.3086017,43.0627242,2.5
"301","4pZeC9W0EIiBTOJMnwG2vw",-89.3241561,43.046591,2.5
"302","6Y_Y3Nzzf9FsjyXtjIll7w",-89.3252414,43.0536435,4.5
"303","GqJI2nG2cfjCnxEBksIbrg",-89.322827,43.048436,3
"304","2aai1pIfThxDTTD_WwXHeA",-89.3260975,43.0605902,3
"305","QIwnZALGRNSR2HvOzjyDlw",-89.3236269,43.0840113,4
"306","jGU7WGOM2qUHofLKZAFAIg",-89.3245475,43.0472186,2.5
"307","FiP9q_YD5vgxu_Sflo5oZw",-89.3075439,43.083712,4
"308","x9pglBo0UYkfje8ugC1OsQ",-89.323684,43.084473,3.5
"309","0YGTibmwR_D-L5XJxUtmhA",-89.3247243,43.0485087,2.5
"310","FIR1SRvSAMNTO3VvNaJn2g",-89.302571,43.043925,4
"311","rCETkP0iCUBZGcdDGeK7-g",-89.257757,43.050408,4
"312","yg-a8RuKe-_uiPyrwmGogA",-89.278786,43.051556,5
"313","IvOeqnZZrGKjUxj6fW2P7Q",-89.2931516,43.0651017,4
"314","yk3vlzcgo0OJpm0JFSLcoA",-89.2890133,43.138687,3.5
"315","MBLOaMM3g4TrLNpHUA5EtQ",-89.2880337,43.1397148,4.5
"316","zzhSCOVTZ7MUKOAfwT-Bsw",-89.305924,43.066057,5
"317","yrBo3c3OTKVO4H1ttBxadw",-89.2854101,43.1416538,3
"318","pACm1yLb9Pwc1mOuvC3UDw",-89.292203,43.137259,2.5
"319","-J-kQpDGIkX_1XHfi0HG2g",-89.2841744,43.1424389,4.5
"320","R825-NTAI2wG2C4mN-dtNA",-89.290761,43.135442,3
"321","0wFlxz_fv9jqb73o0jl0TA",-89.2892789,43.1366889,1
"322","zjvhOPocFPsImtJMWV55WA",-89.2897106,43.0405881,3
"323","CNvF4BsuFEfC-0Ol4cAD3w",-89.291295,43.132444,4
"324","DdaBJ-NJrvXSjfNRhbA71Q",-89.292592,43.042825,3.5
"325","r5S_wYdu1vKRW1k-7_yOIA",-89.4236837,43.0678034,3.5
"326","Vz_4tkOoNohtVYyfS4RKhg",-89.4235293,43.0680663,4.5
"327","Td4s3goUw5bES5JGxQcIbw",-89.4233908,43.0680649,4.5
"328","kudu7t-QHJJa0aC0ojpm8w",-89.42778,43.072493,3.5
"329","x7nnNkAXy9aI4KBz6RMerw",-89.4240867,43.0725147,3.5
"330","Xia0Lo492MDWbCd48scnYA",-89.424785,43.072769,1.5
"331","x5Mv61CnZLohZWxfCVCPTQ",-112.0734183,33.4795416,2.5
"332","2ZnCITVa0abGce4gZ6RhIw",-112.074315,33.468988,3.5
"333","EmzaQR5hQlF0WIl24NxAZA",-112.0717019,33.4483992,2.5
"334","SiwN7f0N4bs4ZtPc4yPgiA",-112.074225,33.456068,2.5
"335","M-MFa0YErVBbFW2IJhGJmw",-112.0658058,33.4767839,4
"336","KPoTixdjoJxSqRSEApSAGg",-112.07352364174,33.477933965703,4
"337","OtDcALEX6-LfEOQE0QgHYw",-111.97048,33.319011,4
"338","werWnE_3k8GYVaMuUcWw4g",-112.074821472168,33.4702415466309,4.5
"339","1acmBPmmFDovVSHHzMrJ9A",-112.06982,33.47081,2.5
"340","cBH0kCvvUjQ9DBaAMUDSMw",-112.07455859259,33.4492572677437,4
"341","fpL1qcZ6qbWzC79WU0E-Ug",-112.074326,33.46084,3
"342","7Z7IkR_-94AjUuDw0fbI7g",-112.0674695,33.4657106,2.5
"343","e5kc0CQ4R-PCCDgb274gSg",-112.0691194,33.4526031,3.5
"344","gBcpDl0quCLABsg5OuSFww",-112.0656645,33.4495394,3
"345","icFE83PXkjKBma3azYqanw",-112.0737871,33.4424729,5
