"","business_id","open","review_count","longitude","latitude","stars","attributes.PriceRange","attributes.Ambience.romantic","attributes.Ambience.intimate","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.divey","attributes.Ambience.classy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.casual","metroArea"
"4863","2Ouo2D7E5Yz8OG7xB--yug",TRUE,17,-115.0462299,36.0662825,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4864","zgYGq7A6sQF7jjoEMr8KEg",TRUE,4,-115.035397,36.060576,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4865","V7fgezCN6R5NQEM0R3LTAw",FALSE,20,-115.092666149139,36.1295952463768,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4866","3OixWLoFmGAh37vARznudA",TRUE,20,-115.0363773,36.0647889,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4867","a1PlXjP2mzPMpQOIA49XWg",FALSE,3,-115.0585263,36.0638777,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4868","M0d6CT77EK8aS0AcvSNaRQ",TRUE,5,-115.045078,36.068241,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4869","xZX6fQk4JkyVGscPyXeZlA",TRUE,7,-115.048012,36.06218,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4870","Vhc7JJd5S347VW1s2x0F6Q",TRUE,82,-115.0467855,36.0606863,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4871","3AZJlGRcOfVH43pJuA29yw",TRUE,12,-115.046862401068,36.0632835833154,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4872","pxAg5QWZRmcOb3nPenEdAg",TRUE,5,-115.051717,36.055689,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4873","0d5JaFleKyQY30f8djE43g",TRUE,7,-115.043847,36.067135,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4874","pYX78sOG7oJIlWkzrXG3iQ",FALSE,13,-115.048562,36.06257,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4875","SGt25COME2UqyC8eArYOtg",TRUE,3,-115.070172,36.0694919,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4876","0JhjsUzRz98dhAUr5o2DCw",TRUE,19,-115.046551,36.065654,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4877","79nn4az5hX3R8svk7ABbhw",TRUE,99,-115.0823313,36.0699349,4.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4878","2B7aasxeoB5MKb66mQgIQw",TRUE,55,-115.072706,36.0704149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4879","YI2xpOpYIEegOSvF68dw9Q",TRUE,6,-115.0831113,36.0536638,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4880","XVHLXkjnzZxIvyvi9VZkPg",TRUE,4,-115.0459171,36.0695875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4881","FxRZ-fDzY6B-MJ7JR7RMTg",TRUE,5,-115.0404429,36.063823,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4882","zHR__aYVqIpqFTvI9DpKaw",TRUE,5,-115.0434385,36.0701635,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4883","UJnRtUFGYLgx6w1LzJXPAA",TRUE,13,-115.082458,36.072518,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4884","665lZn7tTjSHBo9fAKNzjw",TRUE,3,-115.0404429,36.063823,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4885","zadgWTeTZ000gfAG5ow5gg",TRUE,36,-115.0480986,36.0609473,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4886","Kdix9NOPaoFd2_5wle5tqQ",TRUE,9,-115.0536162,36.0642243,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4887","Odosokt6a6dLwx-uAeiEUg",FALSE,11,-115.0544366,36.056139,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4888","4cOKXxvzg2D39ZJB4zEmZQ",TRUE,3,-115.041794,36.064262,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4889","uXLYVIGgnJ0vTSNsXMPnMA",TRUE,6,-115.045078,36.068241,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4890","oWUCR-bnpCfL8see0ZVcDA",TRUE,6,-115.082331,36.0698893,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4891","IfatTUzJB_hiB8y9DTfcbQ",TRUE,5,-115.0404429,36.063823,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4892","Gi2BnH8xkS13vUYAsTpffA",TRUE,8,-115.0822204,36.0719551,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4893","sItVzx2HXJ0Ew5xbpW9Axg",TRUE,50,-115.0378021,36.0578002,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4894","uQ9l0maZVCwD4mRo2rFekQ",FALSE,8,-115.0824776,36.070946,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4895","iwAxkeXhn1Y0INhn86zVKg",TRUE,12,-115.055833,36.0560699,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4896","gbMmNgtntWHAaXY4oIUCHw",TRUE,6,-115.0823337,36.0702971,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4897","pjGct3tW5vRS0ft45Uh5tQ",TRUE,3,-115.078507,36.071441,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4898","SI74i1B1BX9h1xfek65mkg",TRUE,8,-115.0824602,36.072289,4.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4899","PGH5N9zJc33RPy0QpNS9GQ",TRUE,63,-115.0427419,36.0671674,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4900","_hnRVcSMaLJGELaQT5RRsw",TRUE,10,-115.0404429,36.063823,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4901","DUSfhO5TBjfHTAhAxo7qjA",TRUE,28,-115.0782524,36.056443,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4902","4n-LxVjAby7j8VJJ4-ZFag",TRUE,8,-115.0434385,36.0701635,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4903","sJif6l8zgFsHcTkN1i7x4Q",TRUE,12,-115.070083,36.067669,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4904","6pwfij0EmcsIvM9dIhBg4Q",TRUE,12,-115.0361196,36.0609394,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4905","QZBDxN1mH5jr72gRFLjbig",TRUE,4,-115.0404429,36.063823,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4906","5JUK1WyW4tWodmEkDsW8wg",TRUE,3,-115.0414116,36.0613259,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4907","dqAi0vPIDcy6JcszeafrBw",TRUE,23,-115.072189,36.070379,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4908","3DXQC2JALx0UQhpzSPMi6g",TRUE,6,-115.0463599,36.0594352,4.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4909","4sedr9zGApr0ECPjyjcUyA",TRUE,5,-115.0374103,36.0588021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4910","HXPGxZhDf75UXqIDP9w3Jg",TRUE,6,-115.0823312,36.0699121,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4911","zzW_Gu-O5UpieKKp0Vd_bQ",TRUE,3,-115.0404429,36.063823,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4912","w9z20-ubts8ZtmNvQOf2Cw",TRUE,4,-115.0356767,36.0635996,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4913","bzSzpGAn4kjGRtsgMM1pvg",TRUE,203,-115.0722635,36.071365,4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4914","N96lz4_rnhYO5a5FQPwG3g",TRUE,22,-115.044695,36.066348,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4915","2gfbjrnufah0x5p4tkeOXQ",TRUE,10,-115.04613,36.0586354,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4916","QB-xKzvyfXgxbIx6rL9obA",TRUE,5,-115.0811853,36.0728384,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4917","ANBrIoUyZQZLxrcpPQ4FpQ",TRUE,12,-115.0350278,36.0651198,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4918","MDYjNHVR1s01Rb-HzkG8mA",FALSE,5,-115.079907,36.07055,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4919","1B0jtkfAcoWPhg-juPflxg",TRUE,18,-115.04049,36.063868,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4920","KuvcNgufOTLr2VacMfHKvA",TRUE,3,-115.0404429,36.063823,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4921","XlsRxa-VqGIvwjC_DHbfIw",TRUE,3,-115.0479228,36.0634829,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4922","P2GmH6-8wsPXSfu3VoYxSg",TRUE,82,-115.039933968583,36.0648111128028,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4923","H67AgSUZZ_0j3-sCstLZgg",FALSE,53,-115.0464373,36.0593244,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4924","UAzU7fxrZ00QlGnDZHXIpQ",TRUE,13,-115.045834,36.053874,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4925","pPAKSHCiv_yUHVKHJ2GSYA",TRUE,8,-115.057512,36.056741,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4926","RssY9-mY78XKMN6YqI4A2w",TRUE,8,-115.0404429,36.063823,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4927","AcrOL_XvqoVYAfYKT0vQrg",TRUE,6,-115.0404429,36.063823,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4928","Tb3aiayZsOlzwh73hPk5WA",TRUE,6,-115.0404429,36.063823,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4929","XkJ_2Xz-ysUTHixd15qG8g",TRUE,77,-115.0825455,36.0719011,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4930","YJUnWIxXogmlEEferUmSGQ",TRUE,6,-115.045646,36.064457,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4931","RI0YEaVNAJLe3zHZNtiNsQ",TRUE,5,-115.039532,36.0561756,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4932","JZc6ZIB2AsafKmLI41MDUA",TRUE,51,-115.043594,36.063161,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4933","LsUJZOMKl4QpWbVCV2nVqQ",TRUE,68,-115.045078,36.068241,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4934","1VT1OomN-LuMMasdaY0ERA",TRUE,14,-115.0439191,36.0597013,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4935","_SM8UKIwBNbmj1r629ipoQ",FALSE,9,-115.3043961,36.1924136,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4936","CkES-h3-61xJiagYUI28zQ",TRUE,5,-115.0404429,36.063823,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4937","gZ0TVxwxUPadDOjd-_1axw",TRUE,8,-115.040743,36.056739,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4938","buSMFn_zImET7rBBuAjR0g",TRUE,20,-115.045582,36.065043,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4939","cAPjkG4oP7EC34wIqentgQ",FALSE,59,-115.0800079,36.0721417,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4940","QXnWy1Jk8VfmG4RDW9MqTg",TRUE,17,-115.0414116,36.0613259,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4941","jyNXyGeGwd8jmf0vIR2JFQ",TRUE,7,-115.074583,36.069821,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4942","KF54eSzHe6VO8Cqa3uhThw",TRUE,22,-115.076283,36.0697,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4943","gw344WefJhAYU0_ewmIeLA",TRUE,16,-115.073341,36.071976,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4944","Ns-dXqjpwyoJdJjz0qz3GA",FALSE,17,-115.0364604,36.0675497,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4945","qh0CrB4NgDDXgbHCDB5eiA",TRUE,5,-115.0462583,36.0653037,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4946","ivANCCCIDwcLDh9Bpu2a8w",TRUE,20,-115.0421493,36.0638029,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4947","O0xL1GpKv35u8p26y8Ok6w",TRUE,82,-115.07721,36.0714309,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4948","oH9SwWS7UUL9OUxZ5ix2ag",TRUE,13,-115.040288,36.064746,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4949","M-BN353UsCNd56JpEtc86Q",TRUE,5,-115.0752374,36.070825,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4950","iaAshx-76WJFYJjlnuKhxQ",TRUE,37,-115.0467338,36.0586911,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4951","Kbnud85y88SIzCVGPm990Q",TRUE,10,-115.0355826,36.0632417,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4952","wnpPDv1r-nq9RJ32eEdOlw",TRUE,5,-115.0462705,36.061663,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4953","KweGJLJj933YHMbi-f9SAg",TRUE,70,-115.0468157,36.0575974,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4954","uHCEt046LM-bNYVnRMtfRQ",TRUE,8,-115.082261860371,36.0702884942293,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4955","gKFkeygY3-v9TQQHlCEeeg",TRUE,3,-115.081809,36.056003,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4956","j2HZ_eCJ-I1vsDto9Y8c-w",TRUE,8,-115.040383,36.056709,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4957","2lCxj6koowOOZ2pCdDUtZQ",FALSE,11,-115.077471,36.070485,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4958","qY9IzXAY_NM5nf697T02RQ",TRUE,45,-115.030263,36.05748,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4959","VWOUGDssh6WRRa0BX3Lb7g",FALSE,11,-115.03686,36.063175,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4960","NfdZgoNTGsfth9MS8Qaurg",TRUE,199,-115.080035188763,36.0698343124183,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4961","iz0UOnCe0er-pjwSFY3tHg",TRUE,4,-115.082832,36.074109,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4962","hXgXnr-ZJBeIyvPdD0o5tQ",TRUE,26,-115.041516,36.056727,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"VEGAS"
"4963","gJp7Bg69fuOasm8oaMWBsQ",TRUE,24,-115.036371,36.0658251,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4964","jfnMPsUgGSz9XCvnZ0TnDg",TRUE,31,-115.074185,36.070534,3.5,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4965","HYtLxN-Ecps-o-ApS2a9Hw",TRUE,5,-115.083115,36.053434,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4966","oRBpX-6JEirEur7qzEQ-3w",TRUE,18,-115.039532,36.0561756,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4967","BPGKe5aXUlCVgaxlONEXIw",TRUE,4,-115.0788414,36.0704427,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4968","Rm6gQ2b_aOnQ7VDm9BUzlA",TRUE,3,-115.0404429,36.063823,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4969","RhO_j_U92lRZPHtxQh5n1w",TRUE,24,-115.0463457,36.0594536,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4970","tPIV1RldTLr-yISHS_dxlw",TRUE,3,-115.0672541,36.0685049,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4971","56AXY8U8s8QZALJXAROtMg",TRUE,3,-115.0404429,36.063823,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4972","2PaPyZjMLYA9f0GsdIfqjA",TRUE,18,-115.0830626,36.054072,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
"4973","3_Imz6IarFowUFjQOoibrg",TRUE,22,-115.0378346,36.0558523,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VEGAS"
"4974","1Zr1X0nAMu-IX5sLIaebmg",TRUE,5,-115.044695,36.066348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEGAS"
