"","business_id","city","review_count","name","longitude","state","stars","latitude","type"
"346","M2tiVOrtmsfi89C5WXtYjg","Phoenix",6,"DeChance & Company",-112.073486,"AZ",5,33.473742,"business"
"347","72N6TdH5MdUWE2YhYRbyxw","Phoenix",7,"Burger King",-112.074248,"AZ",2.5,33.47626,"business"
"348","545sP7uSdCcKDZ-reeVOgQ","Phoenix",13,"St Mary's Basilica Catholic Church",-112.0699472,"AZ",5,33.4506843,"business"
"349","SG_gEmEXL4ID6RAEinC5Bg","Phoenix",97,"The Heard Museum",-112.072935,"AZ",4,33.473182,"business"
"350","RA2EuX04SHqmayKpLhpNvA","Phoenix",54,"Herberger Theater Center",-112.07058549827,"AZ",4,33.450707465886,"business"
"351","Z9GH9bo8SHKx3oOokhHLyw","Phoenix",5,"Arizona School For the Arts",-112.0693818,"AZ",4,33.4641421,"business"
"352","neGAQFkBNI8-rpPBLBzNkw","Phoenix",6,"Taco Bell",-112.06909,"AZ",3.5,33.46544,"business"
"353","45puCRQ6Vh_IIAy7kkfFDQ","Phoenix",157,"Majerle's Sports Grill",-112.0712574,"AZ",3.5,33.4484654,"business"
"354","YLyEGXEgh1qh8y4kWEsddw","Phoenix",5,"Michael's Jewelers",-112.0738185,"AZ",5,33.4501973,"business"
"355","yR3U7jOgoD0V0sGovuyt0Q","Phoenix",17,"Yellow Cab",-112.0772,"AZ",1.5,33.449188,"business"
"356","nc3IiY5LNdmEwUZCW84yuA","Phoenix",18,"Pizzeria Uno",-112.0693177,"AZ",2.5,33.4527955,"business"
"357","9zjSYbbWV5WHt-Jl7vE1Vw","Phoenix",4,"Oak Creek",-112.0693177,"AZ",4,33.4527955,"business"
"358","_yfprBETaYgySkKyl8ZWMQ","Phoenix",62,"Hotel San Carlos",-112.074195861816,"AZ",3,33.450611114502,"business"
"359","Og03_vbBCVAFNHXgdflRLw","Phoenix",20,"Perry Monge Salon Spa",-112.0709471,"AZ",4.5,33.4469961,"business"
"360","rrXhjI4YXmWO8GbmX8oGqQ","Phoenix",6,"Actors Theatre of Phoenix",-112.0686931,"AZ",4.5,33.4581466,"business"
"361","P7wKlbSRsoRrfH3DFOY08A","Phoenix",40,"International House of Pancakes",-112.0740016,"AZ",3.5,33.4756064,"business"
"362","BESmH-lmMm34_EefL8X9fQ","Phoenix",161,"Comedor Guadalajara",-112.073929,"AZ",4,33.429424,"business"
"363","X9ih9Iotd-VEZ8tTYfoarw","Phoenix",29,"Phoenix Theatre",-112.0716732,"AZ",4,33.4658193,"business"
"364","D09yG6Z3gcsh24Qn7Y4gYA","Phoenix",65,"Chico's Tacos",-112.0657286,"AZ",3,33.4657117,"business"
"365","kaIue7GRCmkPzDeHDBTttQ","Phoenix",145,"Phoenix Blue Fin",-112.073568999767,"AZ",4,33.4640982988196,"business"
"366","eSWEZVcsKBb3JDe3EfUR9w","Phoenix",4,"Circles Records & Tapes",-112.0739138,"AZ",2.5,33.4564905,"business"
"367","j8nyAaN_w5t6wYv-ni23sg","Phoenix",79,"Coach & Willies",-112.070061,"AZ",3,33.443864,"business"
"368","5XIvwfbIa-vuFEkkeCQ6kQ","Phoenix",10,"Jackson's On 3rd",-112.0703479,"AZ",2,33.4450348,"business"
"369","xfXGTr2gLqucMDu6fVymTw","Phoenix",5,"University Club of Phoenix",-112.072092,"AZ",4.5,33.47066,"business"
"370","VsO_rhXi5lgbaGxNwoEZsQ","Phoenix",90,"Fate 905",-112.0686108,"AZ",3,33.4577071,"business"
"371","Y293fHh5SZ0_9BZm4M6BCg","Phoenix",58,"Matador Restaurant",-112.0722653,"AZ",3,33.4492272,"business"
"372","IceZ4BtTz76eppjNWm-c6A","Phoenix",60,"Paisley Violin",-112.086757,"AZ",3.5,33.4549264,"business"
"373","QsvRjgQacMMFf8dit7qqDw","Phoenix",6,"New Garden Restaurant",-112.0736473,"AZ",3,33.4392182,"business"
"374","PFO7RF1xz4ZBuaq46KsLpA","Phoenix",3,"Shafran Bronislava, MD",-112.0739372,"AZ",3.5,33.4739709,"business"
"375","6HYAWv1hVAt-lQ6RPtjldw","Phoenix",4,"AT & T Wireless",-112.069182,"AZ",1,33.452718,"business"
"376","CgHAyABNgzVYOv0-IjZ7yA","Phoenix",6,"Panorama Wigs",-112.073907,"AZ",4,33.4575774,"business"
"377","LXhL5X3edNRy7epku6UAEw","Phoenix",7,"Paradise Bakery",-112.0706,"AZ",4,33.44742,"business"
"378","m0lYHy3TdSXc7FvOSf6ihA","Phoenix",3,"Renaissance Club",-112.074127,"AZ",4.5,33.448333,"business"
"379","-lOSaCuBRAvX5JBifx-EMw","Phoenix",93,"Mi Amigo's Mexican Grill",-112.0693177,"AZ",3,33.4527955,"business"
"380","XI-_Y2XRw03mozGx0Z90Gw","Phoenix",23,"Baja Fresh Mexican Grill",-112.0740069,"AZ",3.5,33.4492227,"business"
"381","qsWxbgQwuomXvMseg23DGg","Phoenix",77,"Hooters",-112.0691194,"AZ",2.5,33.4526031,"business"
"382","DlCtdbceo4YNSI53cCL2lg","Phoenix",189,"The Old Spaghetti Factory",-112.074153,"AZ",3,33.46425,"business"
"383","kR5i58Pcse1FD9tk-yYLlA","Phoenix",21,"Crave Sandwich Cafe & Catering",-112.066333,"AZ",3.5,33.450875,"business"
"384","2I666dqzs1XB6xigIKa9bA","Phoenix",53,"Tom's Tavern & 1929 Grill",-112.07480205159,"AZ",3,33.4484248169655,"business"
"385","yExYqENb4F6qH6kJxTOaSQ","Phoenix",19,"Karim's Cobbler Shop & Deli",-112.069320678711,"AZ",3.5,33.4456825256348,"business"
"386","DaTYEiYkO-ioG9ZyJrCxpQ","Phoenix",10,"Starbucks",-112.0657286,"AZ",3.5,33.4657117,"business"
"387","pd13qgNj1y40zVj4xkfQJA","Phoenix",3,"Arizona Central Credit Union",-112.074821,"AZ",3.5,33.470242,"business"
"388","Li5LOL873Ep8HoPRML18sw","Phoenix",91,"Los Olivos Hand Car Wash",-112.0712152,"AZ",3.5,33.465729,"business"
"389","9BH18avE46LlHMvJn67MaA","Phoenix",50,"The Downtown Deli",-112.0740511,"AZ",3.5,33.4499524,"business"
"390","trAvQPp7gps0Btk-2AmLpw","Phoenix",109,"Zoes Kitchen",-112.081565,"AZ",3.5,33.465499,"business"
"391","Pxbs4p0gzg_NS8yrrz2rCA","Phoenix",4,"Sunwest Federal Credit Union",-112.0693184,"AZ",3.5,33.4657177,"business"
"392","dgOqz4wODimYiQJcE8Uvdg","Phoenix",4,"The Met",-112.07066,"AZ",3.5,33.4554479,"business"
"393","s6zzKc7UvwDRxn-BFlhiTg","Phoenix",4,"Subway",-112.0693177,"AZ",2,33.4527955,"business"
"394","4WcxnNv_lzCIG2eb8O5Mlg","Phoenix",7,"The Brickhouse",-112.073577,"AZ",3.5,33.44455,"business"
"395","hbzuaYz09idmEO7batzt1w","Phoenix",4,"Central United Methodist Church",-112.0736819,"AZ",4,33.4691649,"business"
"396","424HyHMwienlGfTp9Bj9BA","Phoenix",3,"Kzon 101.5 Fm",-112.0739967,"AZ",3.5,33.4581539,"business"
"397","tK91rSBc8SWa3XEQwe8D4A","Phoenix",8,"Downtown",-112.0740238,"AZ",2.5,33.4558893,"business"
"398","lW8-lFQ-mwG-Wl6iUKoT6g","Phoenix",4,"KMLE FM 108 - Camel Country",-112.0772,"AZ",5,33.449188,"business"
"399","gkv2XvXpFgiq4Bb2XK7YmQ","Phoenix",86,"Hard Rock Cafe",-112.07107588649,"AZ",3,33.446885057319,"business"
"400","If2DUhmWIvlu2JFc_rR-Bw","Phoenix",22,"Papa Christo's",-112.074127,"AZ",3.5,33.448333,"business"
"401","xH5axHFadmc7Veutt376TA","Phoenix",14,"McDonald's",-112.0654701,"AZ",1.5,33.4655868,"business"
"402","2bZk38_vJCkAVI0f2TeqZQ","Phoenix",11,"Eye Lounge",-112.0677048,"AZ",4.5,33.4586534,"business"
"403","F6BedoYgbAQHqwKX9F0zDQ","Phoenix",56,"Phoenix Convention Center",-112.0702972,"AZ",3.5,33.449682,"business"
"404","Vvh2Hd4SsZjEEfKLNKAEWw","Phoenix",10,"Subway",-112.0738063,"AZ",4,33.4793076,"business"
"405","sInUSy63Oh455uWs9p9OqQ","Phoenix",6,"Central Cafe",-112.074398,"AZ",4,33.477111,"business"
"406","x8WoC_7WHzXNmt6J13Nbvw","Phoenix",4,"Jordan's Mexican Food",-112.072914,"AZ",2,33.477594,"business"
"407","nvrdAXTmWV_wsyQguO3acw","Phoenix",3,"Training To You Inc",-112.074811,"AZ",4.5,33.472129,"business"
"408","QC3osgPdEl_TEZA2CtNeQw","Phoenix",5,"Digestive Health Center of Arizona",-112.0669197,"AZ",3,33.4670273,"business"
"409","wki-Qlp3OWgH0XtZ-Jz_WQ","Phoenix",35,"Duck & Decanter",-112.072706876078,"AZ",4,33.4483756751795,"business"
"410","OoHWabV-ym7_HWlHeXTsVA","Phoenix",49,"Best of Philly",-112.074206,"AZ",3.5,33.479508,"business"
"411","HFT3DqcWXrWaxbLFgI1jjg","Phoenix",3,"Fastsigns",-112.0734504,"AZ",4.5,33.4759172,"business"
"412","JIV4LF8KE8pAUnU28QAhIw","Phoenix",46,"Arizona Center",-112.068594,"AZ",3,33.451853,"business"
"413","NdHDqKjNyeocNRShjUPyZQ","Phoenix",29,"Cali Nails 4",-112.0736833,"AZ",3.5,33.4794304,"business"
"414","oSKT5oZX1NWYaHwOWL5lag","Phoenix",40,"Ichi Ban Japanese Restaurant & Sushi",-112.0736133,"AZ",3.5,33.4793963,"business"
"415","QAe9UHKsxPdXQovBpaznMQ","Phoenix",15,"Schlotzskys Deli",-112.0736968,"AZ",2.5,33.476644,"business"
"416","q1nDSpmV-FdTBNj6UuZvTg","Phoenix",191,"Honey Bear's BBQ",-112.073953896761,"AZ",3,33.4795816987753,"business"
"417","muCl5p-9ut1sY0aKeUeRhw","Phoenix",189,"Cheuvront",-112.074725,"AZ",3.5,33.463172,"business"
"418","oCA2OZcd_Jo_ggVmUx3WVw","Phoenix",299,"Alice Cooper'stown",-112.07211772211,"AZ",3.5,33.444801984944,"business"
"419","eK6KGMKqU_4nB9RdayZD7Q","Phoenix",22,"Tee Pee Tap Room",-112.0657857,"AZ",2.5,33.4423368,"business"
"420","6apEKjkj5j1W1sS1dSwWyA","Phoenix",10,"Bentley Projects",-112.070571,"AZ",4.5,33.440699,"business"
"421","uFJwKlHL6HyHSJmORO8-5w","Phoenix",118,"US Airways Center",-112.071211,"AZ",4,33.4459,"business"
"422","jYsa5qLFZxhVtwDHZMW-SA","Phoenix",16,"Holiday Inn Express",-112.066857,"AZ",4.5,33.454997,"business"
"423","jn3OgTqiQIFymRA9U0PTfQ","Phoenix",6,"Arizona Baseball Club Restaurant",-112.066662,"AZ",3.5,33.444799,"business"
"424","1-1VcGTL3GyCqUpXZLFTZA","Phoenix",73,"Friday's Front Row Sports Grill",-112.06625,"AZ",3.5,33.445956,"business"
"425","YRJKTPc7Tkz1cbjGHmOHuw","Phoenix",29,"Modified Arts",-112.06822,"AZ",3.5,33.458481,"business"
"426","dNEAXZDrZ3TtK4d7Pl2Ydg","Phoenix",15,"Phoenix Symphony",-112.0721,"AZ",4.5,33.448586,"business"
"427","uaAMGh8gMoJD4nLFzNsM-A","Phoenix",13,"A Touch of Yogurt",-112.074127,"AZ",4,33.448333,"business"
"428","JR95uaM82xBUIZ-kQ785iA","Phoenix",51,"Bar Bianco",-112.0660026,"AZ",4.5,33.4493603,"business"
"429","odhXwWaYZvD_icIN6f_DbA","Phoenix",75,"Athenian Express",-112.0740241,"AZ",3.5,33.4574932,"business"
"430","MwmXm48K2g2oTRe7XmssFw","Phoenix",171,"Arizona Science Center",-112.0672856,"AZ",4,33.4484279,"business"
"431","KXt0Iky3ybeLsbY9KC6GSA","Phoenix",4,"Arizona Heart Institute",-112.040398,"AZ",2,33.477057,"business"
"432","avPNEqlXgyBvTXjb-ujQFA","Phoenix",4,"Pizza Hut",-112.0469586,"AZ",2,33.4794961,"business"
"433","ldIxXmxD3Cku0vODGYb9dQ","Phoenix",7,"Subway",-112.0469586,"AZ",2.5,33.4794961,"business"
"434","tGy3GH47a4UdkJ0KsUPzYA","Phoenix",4,"Big Brothers Big Sisters of Central Arizona",-112.060172,"AZ",3.5,33.4657212,"business"
"435","CAD0tKIttOTTgT7TMJa-lQ","Phoenix",31,"Banner Good Samaritan Medical Center",-112.058792114258,"AZ",3.5,33.4643058776855,"business"
"436","GiElN3AF8N4ZpfH6PNRjdg","Scottsdale",11,"Photomart",-111.9292992,"AZ",4,33.4949419,"business"
"437","hWhVP-28LYP3llaMlAJ_JA","Phoenix",129,"Rosita's Place",-112.032374,"AZ",4,33.466442,"business"
"438","c6sTwXAwIAgf2YQtA4ZWHg","Phoenix",22,"Cash Inn Country",-112.0355262,"AZ",4,33.4657958,"business"
"439","ps4-uXHymYSa6tjxLVZ-wg","Phoenix",8,"Ultra Collision",-112.0478328,"AZ",5,33.4525847,"business"
"440","ixTr1qXUFGTzyaZUuCDDvg","Phoenix",20,"Whataburger",-112.063511,"AZ",3,33.465411,"business"
"441","gZJmtLYGNLoAFU82XjJ75g","Phoenix",5,"El Y Ella",-112.0443191,"AZ",3.5,33.4656583,"business"
"442","ZoQAOnEFnyHjSpomtfqesA","Phoenix",82,"That's A Wrap",-112.0653186,"AZ",4,33.4702022,"business"
"443","BSGcS1EWEkGP2LS1nOZGPA","Phoenix",14,"Super 8 Phoenix Downtown",-112.059237,"AZ",2,33.4512537,"business"
"444","2ACllAGN__ceWI3VS6vDSQ","Phoenix",4,"Fresh Start Women's Resource Center",-112.0571849,"AZ",4.5,33.4657559,"business"
"445","35fKolVRrf2ulODyHw04cQ","Phoenix",6,"Alpha Book Center",-112.0654983,"AZ",4,33.5032209,"business"
"446","zbfpbo1Soi41YUI9TxdwxA","Phoenix",5,"The Wheel Shop",-112.0466072,"AZ",3,33.4656263,"business"
"447","apCfJVnRyaw6oVUBKujpUQ","Phoenix",147,"La Tolteca Mexican Foods",-112.055957,"AZ",4,33.45107,"business"
"448","ykfTh6HI219NoMsWBxulxw","Phoenix",77,"Gourmet House of Hong Kong",-112.05026,"AZ",3.5,33.466043,"business"
"449","McdTNj-TUMOlfkHwQWs4rg","Phoenix",3,"Tacos Mexico",-112.0476524,"AZ",4.5,33.4737197,"business"
"450","ypj60fU8wsiOkMjxayBgGg","Phoenix",5,"Dulceria Pico Rico",-112.047216,"AZ",3.5,33.475533,"business"
"451","BXKhaF0EeDnycbqgKzDuJQ","Phoenix",4,"Arizona Pediatric Cardiology Consultants",-112.0407171,"AZ",4,33.4775443,"business"
"452","JTiqc8D0MJpYbnObHuNA9w","Phoenix",3,"Center For Spinal Disorders",-112.064401,"AZ",2.5,33.463512,"business"
"453","F3L3UuWJUez6ybJr4y5Agw","Phoenix",13,"Alwun House",-112.0561619,"AZ",4,33.458783,"business"
"454","fAJvlRFhdYJlMyG-CA4ErQ","Phoenix",15,"Sunshine Market",-112.0565185,"AZ",4.5,33.4730967,"business"
"455","I117Heo3s28G07z-NGZXbg","Phoenix",6,"Sojourner Center",-112.0740373,"AZ",3.5,33.4483771,"business"
"456","tb24fvNJfHhyKEXkKn12Xw","Phoenix",196,"Welcome Diner",-112.0610433,"AZ",4.5,33.4588282,"business"
"457","0VpsHbGLHDVKIKAi0ZliyQ","Phoenix",13,"Karamba Nightclub",-112.0445595,"AZ",3,33.4659055,"business"
"458","q9B1h5eGBvHjQLF10puUkQ","Phoenix",18,"Bandaids Show Lounge",-112.065435,"AZ",3,33.476375,"business"
"459","k7xAg1QhK_8wze3BYWglRQ","Phoenix",3,"Austin Linda MD",-112.057192,"AZ",3.5,33.463111,"business"
"460","aOtx6bMU5M-Q_cNxhB0wYw","Phoenix",8,"Southwest Women's Care",-111.9971322,"AZ",3.5,33.2959935,"business"
"461","VXIkI9_EbDbYHeO9IzKjJg","Phoenix",125,"Phoenix Ranch Market III",-112.0462108,"AZ",4.5,33.4596905,"business"
"462","M-4pyUDq6jWwDvvoQTIS-A","Phoenix",6,"TASC, Inc",-112.065521,"AZ",1,33.472694,"business"
"463","OceUtK4lKAziifRdkRh4Dg","Phoenix",18,"Bavarian Motors Ltd",-112.0474247,"AZ",4.5,33.4746738,"business"
"464","5CfsPNHmj7J8l1qXk-USsw","Phoenix",4,"Metro Appliance Service Company",-112.0437806,"AZ",2.5,33.4657647,"business"
"465","Dj3i6a_vboALYTRKTmBABQ","Phoenix",71,"Ryan's Pet Supplies",-112.0431543,"AZ",4,33.4657642,"business"
"466","VKxn7zmp8nOYT-ZHFZTjgA","Phoenix",14,"Mariscos Ensenada",-112.04693,"AZ",4,33.470126,"business"
"467","Xobu8FzHN0KUm5Lw3swypA","Phoenix",59,"Rainbow Donut",-112.052224,"AZ",4,33.4654529,"business"
"468","xWcTt1L4vQC_QkPfPBVlCw","Phoenix",20,"Red Modern Furniture",-112.0709232,"AZ",3.5,33.5090487,"business"
"469","ALp3FDuMkMxiBfF4mKewUw","Phoenix",3,"Techniprint Company",-112.0649917,"AZ",5,33.4764749,"business"
"470","K4yExVqUtW2sRE4grXU8Zw","Phoenix",5,"Phoenix Perinatal Associates",-112.0644782,"AZ",4,33.4925021,"business"
"471","rbiRLiFTG098z9JaK3Nshw","Phoenix",53,"Guanaquito Restaurant",-112.0506694,"AZ",4.5,33.4659637,"business"
"472","cgNIBHS2mLdbTRiodAT6EQ","Phoenix",65,"Tacos De Juarez",-112.064755,"AZ",3.5,33.459347,"business"
"473","SZvYxcvYYVRue9MXcEDjsA","Phoenix",21,"Coco's Family Restaurant",-112.065371,"AZ",3,33.470783,"business"
"474","YCqnzEOEwo2_mlDOy7Sahw","Phoenix",8,"Walgreens",-112.0648876,"AZ",3,33.4657047,"business"
"475","5-X03Zc0nN7U5eoe8uFUdw","Phoenix",175,"Coronado Cafe",-112.0650649,"AZ",4,33.4712477,"business"
"476","uvQoMkdnjs5roWgFa2QISQ","Phoenix",3,"Botas El Jibaro",-112.021825,"AZ",3.5,33.4659655,"business"
"477","0De3TQ_uSOXwgduKL0va3w","Phoenix",9,"Sonic Drive-In",-112.063247,"AZ",3,33.466215,"business"
"478","R6aazv8FB-6BeanY3ag8kw","Phoenix",178,"MacAlpine's Soda Fountain",-112.0650914,"AZ",3.5,33.473125,"business"
"479","JwjDSrMrKmHUXYqoIvTgUA","Phoenix",15,"Royale Lounge",-112.04806,"AZ",4.5,33.47322,"business"
"480","Xo9Im4LmIhQrzJcO4R3ZbA","Phoenix",154,"Rito's Market & Mexican Take Out",-112.0520629,"AZ",4.5,33.4579361,"business"
"481","_WyjHcQB24zyMXrZ7fjEXA","Phoenix",5,"Food City",-112.0373885,"AZ",3,33.4659743,"business"
"482","F0GTuvM68Qcyx_o-xXAu6g","Phoenix",4,"Cigna Healthcare of Arizona",-112.0624895,"AZ",3.5,33.465461,"business"
"483","9pYBiLe3k5Gi-AJqRklXcQ","Phoenix",8,"Realeza Michoacana",-112.0478488,"AZ",4,33.4754163,"business"
"484","8w90E7e-E1lcRMLxbeyrQw","Phoenix",3,"Sierra Hardwood Floors",-112.065638,"AZ",2.5,33.475811,"business"
"485","3Cb6vwHIW8-77TZz0DRpug","Phoenix",4,"U-Haul Moving & Storage at 24th & McDowell",-112.0309395,"AZ",3,33.4655065,"business"
"486","YECRdaM6wN6eaGOYi5g8uA","Phoenix",30,"Stanley's Homemade Polish Sausage",-112.033977,"AZ",4.5,33.465674,"business"
"487","lZFUmxcvjD8LdzyTYXBd_A","Phoenix",3,"Pediatric Urology and Associates",-112.0178286,"AZ",4.5,33.4382789,"business"
"488","Lt-dQ0kUWFm0nDgLwdEo_g","Phoenix",20,"Springhill Suites by Marriott",-112.063099,"AZ",3,33.451656,"business"
"489","NYBx4sdSVrN-I5Q8RfLMPg","Phoenix",33,"San Carlos Bay Seafood Restaurant",-112.0410568,"AZ",4,33.4655483,"business"
"490","Cp6JGY5YIRncTV_My9nf9g","Phoenix",176,"Mariscos Playa Hermosa",-112.0472907,"AZ",4.5,33.4575804,"business"
"491","04HakCR6gEeRYNAoKxkppQ","Phoenix",5,"Hacienda Restaurant",-112.047341,"AZ",3,33.466038,"business"
"492","qMkIbQFrROSnPaQ7at85-w","Phoenix",397,"Desert Botanical Garden",-111.9450978,"AZ",4.5,33.4620773,"business"
"493","0PO74pfETLFUs0AcdvdCdQ","Phoenix",8,"Lonnie's Inc",-111.987478,"AZ",2.5,33.464958,"business"
"494","djuIzefYQOCcjLJSF6ow3A","Phoenix",4,"Blue Collar Clothing",-112.013187,"AZ",5,33.4648196,"business"
"495","R10n8BjvPvQtgJh4DcZUIg","Phoenix",7,"Jugheads",-111.9716369,"AZ",2.5,33.4656464,"business"
"496","qIhBNeE64skjowRs6TTwJA","Phoenix",42,"DoubleTree Suites by Hilton - Phoenix",-111.9893905,"AZ",3.5,33.4531351,"business"
"497","ozWBsvbeM2LSPsRDsYKr1Q","Phoenix",20,"99 Ranch Market",-111.9878697,"AZ",4,33.4552907,"business"
"498","q2SZa5g85758iW1L9sSL1g","Phoenix",50,"Eliana's Restaurant",-112.029768,"AZ",4,33.466736,"business"
"499","a-XWQ4HyxJEctlowO8rXwQ","Phoenix",3,"Arizona Orthopaedic Associates",-111.990314,"AZ",3.5,33.455508,"business"
"500","9a-MZdxZ28o4j1pXI22btw","Phoenix",28,"Pep Boys",-112.02916,"AZ",3.5,33.466444,"business"
"501","po5FyERB4lUZNnBIwnhFlg","Phoenix",20,"Sonic Drive-In",-111.973718,"AZ",3.5,33.4661343,"business"
"502","4YY3AwkTbKQ2tJLzpYFD7w","Phoenix",9,"ABC15, KNXV-TV Phoenix",-111.984455,"AZ",4.5,33.45404,"business"
"503","I2IofjP2sHZUkv7pcoc33A","Phoenix",4,"Burger King",-112.013243,"AZ",3.5,33.466085,"business"
"504","T9p5rNXbxOYYIbdUOznXyQ","Phoenix",7,"Arcadia Cove Apartments",-111.9895966,"AZ",2.5,33.4717788,"business"
"505","LtJszEtHhXMZR0y6lbdswA","Phoenix",5,"Embassy Suites Hotel",-111.9866249,"AZ",2.5,33.4642892,"business"
"506","_RBUU1y4yJrK0SPAd8z0-w","Phoenix",128,"Indian Delhi Palace",-111.9718284,"AZ",3.5,33.4657562,"business"
"507","4_W9x0O-lFBg8yZF4DjUvQ","Phoenix",14,"Days Inn Airport - Phoenix",-112.01867,"AZ",1.5,33.451968,"business"
"508","WyJuGTwFwoN0k8iX8FsqYw","Phoenix",3,"Jack-In-the Box Drive Thru",-112.029827,"AZ",3.5,33.458744,"business"
"509","vyNaPRtVl-2PUT1cztqFbA","Phoenix",6,"McFarland's Carpet Service",-112.0303765,"AZ",4.5,33.4543532,"business"
"510","rRSrENv9j_rLnehMlQEukQ","Phoenix",4,"Saguaro Branch Library",-111.982987,"AZ",4.5,33.478718,"business"
"511","YhFwM5Y69ZdaMQbH4TulWg","Phoenix",4,"Legacy Air",-112.005005,"AZ",3.5,33.408544,"business"
"512","CfzoA3TQ8YQcFTOncJFbQQ","Phoenix",11,"Hampton Inn Airport N",-111.9870611,"AZ",3.5,33.45476,"business"
"513","W41CEzdKJe8wdDB-Rd6KJQ","Phoenix",20,"Breakroom Bar & Grill",-111.979613,"AZ",3,33.465355,"business"
"514","PEHJjxdw11TGFma9Zhz3ng","Phoenix",90,"Red Devil",-112.015464,"AZ",4,33.466124,"business"
"515","PsO7ilfx0aA9SgcAqA4New","Phoenix",4,"Riverwalk Apartments",-111.965902447701,"AZ",4,33.4500675165041,"business"
"516","BcBxTyj09Wu-w0KA1QvKTA","Phoenix",65,"Celebrity Theatre",-112.0147669,"AZ",3.5,33.4544224,"business"
"517","7_pBQ2IJKxAumHl8hMAPXA","Phoenix",7,"Maricopa Medical Center",-112.026244,"AZ",3.5,33.45756,"business"
"518","zU8IfotOLryhaz5okWx6cA","Phoenix",5,"Pete's Fish & Chips",-112.001533,"AZ",3,33.45111,"business"
"519","4anyLAWqWVZh5BFpol9czQ","Phoenix",36,"Sun Cellular",-112.010011,"AZ",4.5,33.639969,"business"
"520","h2ewvzx8enIwYhNbtIpcZw","Phoenix",5,"Gateway Cafe",-111.99018,"AZ",3,33.452835,"business"
"521","bVRoCoXu2jIyqbZRT_isWw","Phoenix",11,"Courtney Village Apartments",-111.976608,"AZ",1.5,33.45911,"business"
"522","T57Zj0fBcJ10tEDqhrFSpw","Phoenix",4,"Motel 6",-111.9674734,"AZ",2,33.4509442,"business"
"523","MfysRyJZDI6Q7fHy52g5pg","Phoenix",6,"Faith Christian Center",-112.0245494,"AZ",5,33.4658863,"business"
"524","xfk9eY8gmwn8qsbyd-W6lQ","Phoenix",138,"Honey Bear's BBQ",-111.973603,"AZ",3,33.4514039,"business"
"525","JuQncODLNOhfSaa-5okpQQ","Phoenix",7,"Jack's Automotive",-112.024916,"AZ",4.5,33.465427,"business"
"526","1Ap6ZNCvyLLKHP0wvCk9yA","Phoenix",254,"Phoenix Zoo",-111.9532638,"AZ",4,33.4537841,"business"
"527","tbV2PnTuo7xo1O0RVFzhdg","Phoenix",8,"Palazzo Townhomes",-111.989956,"AZ",2.5,33.457247,"business"
"528","_yGo2ubkwQPXcKrdcURSNw","Phoenix",36,"Phoenix Airport Marriott",-111.9850514,"AZ",3,33.4616372,"business"
"529","LO3uvzhh3fUtEQD3AJUxWw","Phoenix",14,"Residence Inn Phoenix Airport",-111.9870003,"AZ",3,33.4565094,"business"
