"","business_id","city","review_count","name","longitude","state","stars","latitude","type"
"4852","bhdop9MG7r1il2522gTOjA","Henderson",7,"Port of Subs",-115.063401,"NV",4,36.024514,"business"
"4853","dWupdkYxwc-7SgRl8DSC-w","Henderson",5,"Amy's Hallmark",-115.0861874,"NV",3,36.0210858,"business"
"4854","DiVhCV8JMWIpOK3VFLDCow","Henderson",25,"Tuscany Golf Club",-114.967027,"NV",3,36.0786771,"business"
"4855","GYmWKAAiWTn1_grmBZrCNQ","Henderson",3,"Tan Factory",-115.0525302,"NV",1.5,36.0633189,"business"
"4856","dS5qlJ6au0Wz9FwmbPSjYA","Henderson",166,"Sunset Station Hotel & Casino",-115.0414116,"NV",3.5,36.0613259,"business"
"4857","j1BASG5Kvt6dqfjCmtjtuA","Henderson",4,"Auntie Anne's",-115.0404429,"NV",4,36.063823,"business"
"4858","pEgp9tvTor_32ZXkMO_1Yw","Henderson",10,"Arroyo Grande Sports Complex",-115.053115,"NV",4.5,36.047115,"business"
"4859","oD2qusBcJwPHhB6APuu59A","Las Vegas",16,"Linda Woodson Dermatology",-115.24878,"NV",2.5,36.211152,"business"
"4860","TFHOYIIg2ABRyNaMZ5syNQ","Henderson",19,"Umc Quick Care",-115.036978,"NV",3.5,36.060944,"business"
"4861","7qacXf5-HaOX5chrWg1__w","Henderson",4,"Galleria Dental",-115.0451696,"NV",3.5,36.0701109,"business"
"4862","MBEbgPpLAD5DzceJwwcE4A","Henderson",10,"Party City",-115.0364034,"NV",3.5,36.063335,"business"
"4863","2Ouo2D7E5Yz8OG7xB--yug","Henderson",17,"L & L Hawaiian Barbeque",-115.0462299,"NV",3.5,36.0662825,"business"
"4864","zgYGq7A6sQF7jjoEMr8KEg","Henderson",4,"Office Depot",-115.035397,"NV",3,36.060576,"business"
"4865","V7fgezCN6R5NQEM0R3LTAw","Henderson",20,"Kathy's Southern Cooking",-115.092666149139,"NV",3.5,36.1295952463768,"business"
"4866","3OixWLoFmGAh37vARznudA","Henderson",20,"David's Bridal Shop",-115.0363773,"NV",2,36.0647889,"business"
"4867","a1PlXjP2mzPMpQOIA49XWg","Henderson",3,"Jack in the Box",-115.0585263,"NV",3.5,36.0638777,"business"
"4868","M0d6CT77EK8aS0AcvSNaRQ","Henderson",5,"Dairy Queen",-115.045078,"NV",4,36.068241,"business"
"4869","xZX6fQk4JkyVGscPyXeZlA","Henderson",7,"Sports Authority",-115.048012,"NV",3,36.06218,"business"
"4870","Vhc7JJd5S347VW1s2x0F6Q","Henderson",82,"Romano's Macaroni Grill",-115.0467855,"NV",2.5,36.0606863,"business"
"4871","3AZJlGRcOfVH43pJuA29yw","Henderson",12,"Port of Subs",-115.046862401068,"NV",5,36.0632835833154,"business"
"4872","pxAg5QWZRmcOb3nPenEdAg","Henderson",5,"Nevada Oral & Facial Surgery",-115.051717,"NV",4,36.055689,"business"
"4873","0d5JaFleKyQY30f8djE43g","Henderson",7,"MasterCuts",-115.043847,"NV",4,36.067135,"business"
"4874","pYX78sOG7oJIlWkzrXG3iQ","Henderson",13,"Borders Books Music & Cafe",-115.048562,"NV",3,36.06257,"business"
"4875","SGt25COME2UqyC8eArYOtg","Henderson",3,"Midas Auto Service Experts",-115.070172,"NV",4,36.0694919,"business"
"4876","0JhjsUzRz98dhAUr5o2DCw","Henderson",19,"Applebee's Neighborhood Grill & Bar",-115.046551,"NV",3,36.065654,"business"
"4877","79nn4az5hX3R8svk7ABbhw","Henderson",99,"Trader Joe's",-115.0823313,"NV",4.5,36.0699349,"business"
"4878","2B7aasxeoB5MKb66mQgIQw","Henderson",55,"Green Valley Car Wash",-115.072706,"NV",2,36.0704149,"business"
"4879","YI2xpOpYIEegOSvF68dw9Q","Henderson",6,"Parkway Springs Animal Hospital",-115.0831113,"NV",5,36.0536638,"business"
"4880","XVHLXkjnzZxIvyvi9VZkPg","Henderson",4,"Galleria Family Dental",-115.0459171,"NV",4,36.0695875,"business"
"4881","FxRZ-fDzY6B-MJ7JR7RMTg","Henderson",5,"Lovesac Galleria",-115.0404429,"NV",4,36.063823,"business"
"4882","zHR__aYVqIpqFTvI9DpKaw","Henderson",5,"Spilsbury Orthodontics",-115.0434385,"NV",4,36.0701635,"business"
"4883","UJnRtUFGYLgx6w1LzJXPAA","Henderson",13,"Green Valley Coin Laundromat",-115.082458,"NV",3,36.072518,"business"
"4884","665lZn7tTjSHBo9fAKNzjw","Henderson",3,"Kay Jewelers",-115.0404429,"NV",3.5,36.063823,"business"
"4885","zadgWTeTZ000gfAG5ow5gg","Henderson",36,"Barnes & Noble Booksellers",-115.0480986,"NV",3,36.0609473,"business"
"4886","Kdix9NOPaoFd2_5wle5tqQ","Henderson",9,"United Blood Services",-115.0536162,"NV",4.5,36.0642243,"business"
"4887","Odosokt6a6dLwx-uAeiEUg","Henderson",11,"Pacific Seafood",-115.0544366,"NV",4.5,36.056139,"business"
"4888","4cOKXxvzg2D39ZJB4zEmZQ","Henderson",3,"La-Z-Boy Furniture Galleries",-115.041794,"NV",2.5,36.064262,"business"
"4889","uXLYVIGgnJ0vTSNsXMPnMA","Henderson",6,"Gap",-115.045078,"NV",3.5,36.068241,"business"
"4890","oWUCR-bnpCfL8see0ZVcDA","Henderson",6,"Big 5 Sporting Goods",-115.082331,"NV",3.5,36.0698893,"business"
"4891","IfatTUzJB_hiB8y9DTfcbQ","Henderson",5,"The Body Shop",-115.0404429,"NV",4.5,36.063823,"business"
"4892","Gi2BnH8xkS13vUYAsTpffA","Henderson",8,"Courtyard Las Vegas Henderson/Green Valley",-115.0822204,"NV",3.5,36.0719551,"business"
"4893","sItVzx2HXJ0Ew5xbpW9Axg","Henderson",50,"Carmine's",-115.0378021,"NV",3,36.0578002,"business"
"4894","uQ9l0maZVCwD4mRo2rFekQ","Henderson",8,"Brando's Grill & Bar",-115.0824776,"NV",3.5,36.070946,"business"
"4895","iwAxkeXhn1Y0INhn86zVKg","Henderson",12,"Honest-1 Auto Care",-115.055833,"NV",4.5,36.0560699,"business"
"4896","gbMmNgtntWHAaXY4oIUCHw","Henderson",6,"Avis Rent A Car",-115.0823337,"NV",3.5,36.0702971,"business"
"4897","pjGct3tW5vRS0ft45Uh5tQ","Henderson",3,"Nail Connection",-115.078507,"NV",3.5,36.071441,"business"
"4898","SI74i1B1BX9h1xfek65mkg","Henderson",8,"For Mystic Minds",-115.0824602,"NV",4.5,36.072289,"business"
"4899","PGH5N9zJc33RPy0QpNS9GQ","Henderson",63,"Chevys Fresh Mex",-115.0427419,"NV",3.5,36.0671674,"business"
"4900","_hnRVcSMaLJGELaQT5RRsw","Henderson",10,"Nail Trix",-115.0404429,"NV",2,36.063823,"business"
"4901","DUSfhO5TBjfHTAhAxo7qjA","Henderson",28,"Wildhorse Golf Club",-115.0782524,"NV",4,36.056443,"business"
"4902","4n-LxVjAby7j8VJJ4-ZFag","Henderson",8,"George Harouni DDS",-115.0434385,"NV",4.5,36.0701635,"business"
"4903","sJif6l8zgFsHcTkN1i7x4Q","Henderson",12,"Purrfect Auto Service",-115.070083,"NV",2,36.067669,"business"
"4904","6pwfij0EmcsIvM9dIhBg4Q","Henderson",12,"Del Taco",-115.0361196,"NV",3.5,36.0609394,"business"
"4905","QZBDxN1mH5jr72gRFLjbig","Henderson",4,"Industrial Ride Shop",-115.0404429,"NV",3,36.063823,"business"
"4906","5JUK1WyW4tWodmEkDsW8wg","Henderson",3,"Ben & Jerry's",-115.0414116,"NV",3.5,36.0613259,"business"
"4907","dqAi0vPIDcy6JcszeafrBw","Henderson",23,"Discount Tire Store - Henderson",-115.072189,"NV",4.5,36.070379,"business"
"4908","3DXQC2JALx0UQhpzSPMi6g","Henderson",6,"Pier 1 Imports",-115.0463599,"NV",4.5,36.0594352,"business"
"4909","4sedr9zGApr0ECPjyjcUyA","Henderson",5,"Bath & Body Works",-115.0374103,"NV",3,36.0588021,"business"
"4910","HXPGxZhDf75UXqIDP9w3Jg","Henderson",6,"Family Music Centers",-115.0823312,"NV",3.5,36.0699121,"business"
"4911","zzW_Gu-O5UpieKKp0Vd_bQ","Henderson",3,"Children's Place the",-115.0404429,"NV",4,36.063823,"business"
"4912","w9z20-ubts8ZtmNvQOf2Cw","Henderson",4,"Terrible Herbst",-115.0356767,"NV",1.5,36.0635996,"business"
"4913","bzSzpGAn4kjGRtsgMM1pvg","Henderson",203,"Ross J's Aloha Grill",-115.0722635,"NV",4.5,36.071365,"business"
"4914","N96lz4_rnhYO5a5FQPwG3g","Henderson",22,"Dillard's",-115.044695,"NV",3.5,36.066348,"business"
"4915","2gfbjrnufah0x5p4tkeOXQ","Henderson",10,"T J Maxx",-115.04613,"NV",3.5,36.0586354,"business"
"4916","QB-xKzvyfXgxbIx6rL9obA","Henderson",5,"Wells Fargo Bank",-115.0811853,"NV",4.5,36.0728384,"business"
"4917","ANBrIoUyZQZLxrcpPQ4FpQ","Henderson",12,"The Home Depot",-115.0350278,"NV",3,36.0651198,"business"
"4918","MDYjNHVR1s01Rb-HzkG8mA","Henderson",5,"Blockbuster Video",-115.079907,"NV",4,36.07055,"business"
"4919","1B0jtkfAcoWPhg-juPflxg","Henderson",18,"LensCrafters",-115.04049,"NV",3,36.063868,"business"
"4920","KuvcNgufOTLr2VacMfHKvA","Henderson",3,"Zales Jewelers",-115.0404429,"NV",3.5,36.063823,"business"
"4921","XlsRxa-VqGIvwjC_DHbfIw","Henderson",3,"Home Fabrics & Rugs",-115.0479228,"NV",4.5,36.0634829,"business"
"4922","P2GmH6-8wsPXSfu3VoYxSg","Henderson",82,"Buffalo Wild Wings",-115.039933968583,"NV",3.5,36.0648111128028,"business"
"4923","H67AgSUZZ_0j3-sCstLZgg","Henderson",53,"Tony Roma's",-115.0464373,"NV",3.5,36.0593244,"business"
"4924","UAzU7fxrZ00QlGnDZHXIpQ","Henderson",13,"The Salvation Army",-115.045834,"NV",3.5,36.053874,"business"
"4925","pPAKSHCiv_yUHVKHJ2GSYA","Henderson",8,"Walgreens",-115.057512,"NV",3.5,36.056741,"business"
"4926","RssY9-mY78XKMN6YqI4A2w","Henderson",8,"Cinnabon",-115.0404429,"NV",4,36.063823,"business"
"4927","AcrOL_XvqoVYAfYKT0vQrg","Henderson",6,"Sunglass Hut International",-115.0404429,"NV",3.5,36.063823,"business"
"4928","Tb3aiayZsOlzwh73hPk5WA","Henderson",6,"Sweet Factory",-115.0404429,"NV",3,36.063823,"business"
"4929","XkJ_2Xz-ysUTHixd15qG8g","Henderson",77,"Blueberry Hill Restaurant and Lounge",-115.0825455,"NV",3,36.0719011,"business"
"4930","YJUnWIxXogmlEEferUmSGQ","Henderson",6,"FedEx Office Print & Ship Center",-115.045646,"NV",4.5,36.064457,"business"
"4931","RI0YEaVNAJLe3zHZNtiNsQ","Henderson",5,"Best Mattress",-115.039532,"NV",4,36.0561756,"business"
"4932","JZc6ZIB2AsafKmLI41MDUA","Henderson",51,"Chipotle",-115.043594,"NV",3.5,36.063161,"business"
"4933","LsUJZOMKl4QpWbVCV2nVqQ","Henderson",68,"Kyklos Greek Cafe",-115.045078,"NV",4,36.068241,"business"
"4934","1VT1OomN-LuMMasdaY0ERA","Henderson",14,"Babies R Us",-115.0439191,"NV",3,36.0597013,"business"
"4935","_SM8UKIwBNbmj1r629ipoQ","Las Vegas",9,"Chianti Cafe",-115.3043961,"NV",3.5,36.1924136,"business"
"4936","CkES-h3-61xJiagYUI28zQ","Henderson",5,"Fred Meyer Jewelry Store",-115.0404429,"NV",4.5,36.063823,"business"
"4937","gZ0TVxwxUPadDOjd-_1axw","Henderson",8,"Kentucky Fried Chicken",-115.040743,"NV",2,36.056739,"business"
"4938","buSMFn_zImET7rBBuAjR0g","Henderson",20,"Baja Fresh Mexican Grill",-115.045582,"NV",3,36.065043,"business"
"4939","cAPjkG4oP7EC34wIqentgQ","Henderson",59,"Sammy's Woodfired Pizza and Grill",-115.0800079,"NV",3.5,36.0721417,"business"
"4940","QXnWy1Jk8VfmG4RDW9MqTg","Henderson",17,"Fatburger",-115.0414116,"NV",3.5,36.0613259,"business"
"4941","jyNXyGeGwd8jmf0vIR2JFQ","Henderson",7,"Marinello Schools of Beauty",-115.074583,"NV",2,36.069821,"business"
"4942","KF54eSzHe6VO8Cqa3uhThw","Henderson",22,"Lee's Discount Liquor",-115.076283,"NV",4,36.0697,"business"
"4943","gw344WefJhAYU0_ewmIeLA","Henderson",16,"Smith's Food & Drug Centers",-115.073341,"NV",3.5,36.071976,"business"
"4944","Ns-dXqjpwyoJdJjz0qz3GA","Henderson",17,"Sport Chalet",-115.0364604,"NV",3.5,36.0675497,"business"
"4945","qh0CrB4NgDDXgbHCDB5eiA","Henderson",5,"Fantastic Sams",-115.0462583,"NV",3,36.0653037,"business"
"4946","ivANCCCIDwcLDh9Bpu2a8w","Henderson",20,"JCPenney",-115.0421493,"NV",3,36.0638029,"business"
"4947","O0xL1GpKv35u8p26y8Ok6w","Henderson",82,"Olive Garden Italian Restaurant",-115.07721,"NV",3.5,36.0714309,"business"
"4948","oH9SwWS7UUL9OUxZ5ix2ag","Henderson",13,"Desert Nails",-115.040288,"NV",1.5,36.064746,"business"
"4949","M-BN353UsCNd56JpEtc86Q","Henderson",5,"Bruce Scher's Tires",-115.0752374,"NV",3,36.070825,"business"
"4950","iaAshx-76WJFYJjlnuKhxQ","Henderson",37,"Ulta Beauty",-115.0467338,"NV",3,36.0586911,"business"
"4951","Kbnud85y88SIzCVGPm990Q","Henderson",10,"Wendy's",-115.0355826,"NV",2,36.0632417,"business"
"4952","wnpPDv1r-nq9RJ32eEdOlw","Henderson",5,"Officemax",-115.0462705,"NV",4,36.061663,"business"
"4953","KweGJLJj933YHMbi-f9SAg","Henderson",70,"Outback Steakhouse",-115.0468157,"NV",3.5,36.0575974,"business"
"4954","uHCEt046LM-bNYVnRMtfRQ","Henderson",8,"Desert Art Supplies",-115.082261860371,"NV",5,36.0702884942293,"business"
"4955","gKFkeygY3-v9TQQHlCEeeg","Henderson",3,"Crystal Creek Apartments",-115.081809,"NV",1.5,36.056003,"business"
"4956","j2HZ_eCJ-I1vsDto9Y8c-w","Henderson",8,"Pizza Hut",-115.040383,"NV",2.5,36.056709,"business"
"4957","2lCxj6koowOOZ2pCdDUtZQ","Henderson",11,"Santora's",-115.077471,"NV",3.5,36.070485,"business"
"4958","qY9IzXAY_NM5nf697T02RQ","Henderson",45,"CarMax",-115.030263,"NV",2.5,36.05748,"business"
"4959","VWOUGDssh6WRRa0BX3Lb7g","Henderson",11,"Gold Rush Casino and Cafe'",-115.03686,"NV",3.5,36.063175,"business"
"4960","NfdZgoNTGsfth9MS8Qaurg","Henderson",199,"Weiss Restaurant Delicatessen Bakery",-115.080035188763,"NV",4,36.0698343124183,"business"
"4961","iz0UOnCe0er-pjwSFY3tHg","Henderson",4,"Eye Options",-115.082832,"NV",5,36.074109,"business"
"4962","hXgXnr-ZJBeIyvPdD0o5tQ","Henderson",26,"Fazoli's Italian Restaurant",-115.041516,"NV",3,36.056727,"business"
"4963","gJp7Bg69fuOasm8oaMWBsQ","Henderson",24,"Great Harvest Bread Company",-115.036371,"NV",4,36.0658251,"business"
"4964","jfnMPsUgGSz9XCvnZ0TnDg","Henderson",31,"Village Pub",-115.074185,"NV",3.5,36.070534,"business"
"4965","HYtLxN-Ecps-o-ApS2a9Hw","Henderson",5,"McDonald's",-115.083115,"NV",3.5,36.053434,"business"
"4966","oRBpX-6JEirEur7qzEQ-3w","Henderson",18,"Nail Spa",-115.039532,"NV",3.5,36.0561756,"business"
"4967","BPGKe5aXUlCVgaxlONEXIw","Henderson",4,"Econo Lube N' Tune",-115.0788414,"NV",4,36.0704427,"business"
"4968","Rm6gQ2b_aOnQ7VDm9BUzlA","Henderson",3,"American Eagle Outfitters Inc",-115.0404429,"NV",2.5,36.063823,"business"
"4969","RhO_j_U92lRZPHtxQh5n1w","Henderson",24,"Michaels",-115.0463457,"NV",3,36.0594536,"business"
"4970","tPIV1RldTLr-yISHS_dxlw","Henderson",3,"GV Christian School",-115.0672541,"NV",5,36.0685049,"business"
"4971","56AXY8U8s8QZALJXAROtMg","Henderson",3,"Payless Shoesource",-115.0404429,"NV",2.5,36.063823,"business"
"4972","2PaPyZjMLYA9f0GsdIfqjA","Henderson",18,"Best Nails",-115.0830626,"NV",3.5,36.054072,"business"
"4973","3_Imz6IarFowUFjQOoibrg","Henderson",22,"Dennys Restaurant",-115.0378346,"NV",3,36.0558523,"business"
"4974","1Zr1X0nAMu-IX5sLIaebmg","Henderson",5,"MAC Cosmetics",-115.044695,"NV",5,36.066348,"business"
"4975","cUI0C6yx0J7BZ2aDpYzFEg","Henderson",13,"Toys R Us",-115.047115,"NV",3,36.062283,"business"
"4976","7ei7R9Cen4x4S_fs2lxf7w","Henderson",3,"See's Candies",-115.0404429,"NV",4,36.063823,"business"
"4977","qyLrtc2bNPY8FSDUHUxe0Q","Henderson",4,"Lawyer C John, OD",-115.0865059,"NV",5,36.0709743,"business"
"4978","yAunF-QwcWtNMOpt_WwKhA","Henderson",3,"Champs Sports",-115.0404429,"NV",4.5,36.063823,"business"
"4979","B3iXVhzjxOiWkbpDwYzsoA","Henderson",4,"Barton Richard J, DDS",-115.09316,"NV",5,36.006375,"business"
"4980","nEpImEBi6c31b0xCDn7-dw","Henderson",15,"Henderson Harley-Davidson Buell",-115.0310093,"NV",3.5,36.0585496,"business"
"4981","secsGLdQOaJPATB9SnHlew","Henderson",111,"Napoli Pizza",-115.0414221,"NV",3,36.0554537,"business"
"4982","NpYP6JbdGaa6rVy7Pd0ZeA","Henderson",10,"Chilly Palmers",-115.0549601,"NV",3.5,36.0562734,"business"
"4983","4BHDz9dQXjvlgDY6u6UiiA","Henderson",11,"Victoria's Secret Stores",-115.045078,"NV",3.5,36.068241,"business"
"4984","x06fvpe_zQfoxWlxo_ws3w","Henderson",50,"Green Valley Animal Hospital",-115.0727839,"NV",4.5,36.0770297,"business"
"4985","PBlCpTP1r6B6xSjHZctbhA","Henderson",3,"Premier Auto Body",-115.044299,"NV",5,36.079147,"business"
"4986","qzKKH1F0nXy78r_diGKZAQ","Henderson",5,"Hot Topic",-115.0404429,"NV",3,36.063823,"business"
"4987","8dhxl-RDjQwlsIUFHpxhMg","Henderson",7,"Terrible Herbst #159",-115.086613,"NV",3,36.07142,"business"
"4988","Zaw0IAXwopKX4MV23MHQRw","Las Vegas",3,"Terrible Herbst",-115.113492,"NV",1.5,36.100507,"business"
"4989","RFxZYXWAKlNRs0sN0srFbA","Henderson",15,"First Choice Nails",-115.0723286,"NV",4.5,36.0709766,"business"
"4990","q_7HCj-P5B_mepvTTgq7Kw","Henderson",3,"Cafe Sensations",-115.078507,"NV",5,36.071441,"business"
"4991","WD5cLKG0SbHue-FG-U3UnQ","Henderson",12,"Terrible Herbst Lube",-115.086613,"NV",4,36.07142,"business"
"4992","pKeiYrbA8Azh-z1NqN44KQ","Henderson",82,"Mimi's Cafe",-115.045444,"NV",3,36.0625,"business"
"4993","PMpQAV7glwhKhnHfDa30Dg","Henderson",12,"Baskin-Robbins",-115.0727844,"NV",4,36.0709732,"business"
"4994","1fny98I5MbHm1kbZwyoUGA","Henderson",10,"Ross Stores",-115.046408,"NV",4.5,36.0651867,"business"
"4995","kaorkaDjxVHVVMmC8IQmZw","Henderson",11,"Sally Beauty Supply",-115.0462423,"NV",3,36.065275,"business"
"4996","1BdDfWwhHC1F4ilAbmnV7Q","Henderson",4,"T-Mobile",-115.0404429,"NV",2,36.063823,"business"
"4997","nJZZbj2sBamL-FSIkrM4eg","Henderson",5,"Petco",-115.0367558,"NV",4,36.06507,"business"
"4998","JyfJYQURfRuDvrWRlDDELw","Henderson",73,"Enzo's",-115.0823319,"NV",3.5,36.070026,"business"
"4999","eeVoOZoa7huk09dfYga0eg","Henderson",64,"Brewer's Cafe",-115.0763744,"NV",3,36.0719854,"business"
"5000","Nf2Vj8R6So6_jeX-YhAdJA","Henderson",76,"Coyote's Cafe & Cantina",-115.078507,"NV",3.5,36.071441,"business"
"5001","IRl-IGN90cYyPAxtJ6BsCA","Henderson",3,"Things Remembered",-115.045078,"NV",4.5,36.068241,"business"
"5002","H2eCY4wIIudy5C0BW5Y3ZQ","Henderson",63,"Bangkok Orchid",-115.0722142,"NV",3.5,36.0709777,"business"
"5003","IuUgWnHzFxyXLQgSpegTQA","Henderson",10,"A-1 Nails",-115.0537609,"NV",3.5,36.0813555,"business"
"5004","nq8hJP6NfYkQmC6ICtxB2Q","Henderson",4,"Style 5 Hair Salon",-115.0554044,"NV",4.5,36.0564421,"business"
"5005","OPaIMeAElf0SqfRAnkmUNA","Henderson",9,"A Beautiful Bouquet",-115.0363411,"NV",4,36.0650671,"business"
"5006","pLkCwBknZUkJqIdlPswyuQ","Henderson",5,"McDonald's",-115.033483,"NV",2,36.06111,"business"
"5007","KsOKWJrskrDbZpcCB37u3w","Henderson",6,"Maryam Sina DDS",-115.0826433,"NV",3.5,36.0683557,"business"
"5008","RRfaeI2DlGqIGJIaCX9ppQ","Henderson",26,"Macy's",-115.04014,"NV",3.5,36.066385,"business"
"5009","VrGvBlpR-0NJr82S0IEjCg","Henderson",4,"Build-A-Bear Workshop Inc",-115.045078,"NV",4,36.068241,"business"
"5010","akd-Cw1-IkIlvsekOjXPcA","Henderson",3,"All About Yoga",-115.053392,"NV",5,36.064174,"business"
"5011","mp06-cPpgg9VXCLvAj2s4Q","Henderson",9,"Let's Tan",-115.0828384,"NV",4,36.0741043,"business"
"5012","0VYUal2MQs4VlUVgPYGaNg","Henderson",18,"Cook On Wok",-115.0461646,"NV",2.5,36.0555065,"business"
"5013","WD7VN5hKNTYNR6LAo4doVg","Henderson",5,"Wild Oats Natural Marketplace",-115.0462783,"NV",4,36.0604752,"business"
"5014","hoJfpvsj-hQfU7MM5_Eafg","Henderson",25,"Hooters",-115.0414116,"NV",3,36.0613259,"business"
"5015","G8dXOVbLWPIRYpXCvpbr4g","Henderson",43,"Walmart",-115.033483,"NV",2.5,36.06111,"business"
"5016","nTQamoVTL7pyHHBLisJXDg","Henderson",15,"DSW Designer Shoe Warehouse",-115.0362987,"NV",4,36.0667179,"business"
"5017","10kKkojqQmjYfFRtfLQLpg","Henderson",5,"Arby's Roast Beef",-115.04572,"NV",2,36.060868,"business"
"5018","wfCrXJKwSy-Cnj52FZx1Yg","Henderson",18,"Men's Wearhouse",-114.9817213,"NV",1.5,36.0395247,"business"
"5019","rcVvLdCiR_cf77sj9sDlLw","Henderson",7,"Saporo Sushi",-115.0463824,"NV",3.5,36.0661171,"business"
"5020","pzknmlIv7BLZurzglS-lng","Henderson",91,"Red Robin Gourmet Burgers",-115.04508,"NV",3,36.068527,"business"
"5021","iEfPkzBUnTeYYUldwxJzOw","Henderson",21,"IHop",-115.03846,"NV",3,36.056723,"business"
"5022","-klcXxRui4WSJpi__eV5Ww","Henderson",5,"Burger King",-115.039423573591,"NV",3.5,36.0566158385696,"business"
"5023","iO1RtDpu9xORD-Nsy6tNlw","Henderson",27,"Einstein Bros Bagels",-115.0464329,"NV",3,36.063615,"business"
"5024","REhZa844QHi0QrOnwiz-XA","Henderson",5,"Hallmark Showcase",-115.048562,"NV",5,36.06257,"business"
"5025","4guuIjqR11djD255rxm-AA","Henderson",7,"TLC Care Center",-115.0498886,"NV",1.5,36.0573644,"business"
"5026","JT_IG8NyXwG_xwUsIiZmoA","Henderson",7,"Sears Auto Center",-115.0513386,"NV",3,36.0636255,"business"
"5027","xDXVHNv6socQ7a2zF9q-mw","Henderson",8,"Costa Del Sol At Sunset Station",-115.0414116,"NV",4.5,36.0613259,"business"
"5028","Qi2R3JN5Prx69X5r1RXwCA","Henderson",45,"Cabo Mexican Restaurant",-115.043209719587,"NV",3.5,36.0650712150571,"business"
