"","business_id","open","review_count","longitude","latitude","stars","attributes.PriceRange","attributes.Ambience.romantic","attributes.Ambience.intimate","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.divey","attributes.Ambience.classy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.casual","metroArea"
"30","ShEYKerTwb2LSORE5o_s7A",TRUE,38,-89.496995,43.107227,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"31","HaBkx5PwvbBpQ2iNCgHnVQ",TRUE,11,-89.5111616,43.1014598,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"32","KW6HejC-67KSL9J8Cz1dSw",TRUE,28,-89.528480180844,43.075345267736,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"33","wl-7A4jC0f27MOEmW-XTbQ",TRUE,6,-89.4864907,43.1036633,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"34","NGj-_5pkHc_DbH5bKUH2Xw",TRUE,3,-89.511068,43.100808,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"35","suQyHycqv8nA7EualcUB3g",TRUE,5,-89.5241674,43.0905631,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"36","3jpKGDkFrCHpjEYVEgcG0A",TRUE,6,-89.5256818,43.0904559,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"37","AYoLKzRFajucKnjIFxc__A",TRUE,6,-89.5235823,43.0954855,2.5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"38","c5awCF5eu0ZkxUf_i94uPA",TRUE,16,-89.491807,43.103427,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"39","GHvLvSN_imiXxqsgFPskWA",TRUE,3,-89.4876798,43.1031224,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"40","uga5g16PncJOtY7Sc3A05w",TRUE,6,-89.5250779,43.090653,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"41","9874O-3GjXPotxYKNNAz5Q",TRUE,5,-89.5022518,43.082611,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"42","naqkXvhoqljvA7kuo15gEw",TRUE,8,-89.5233883,43.0901268,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"43","xbJ9tdGbcVJIUkNgHSCwZQ",TRUE,10,-89.5128222,43.095696,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"44","koRLvzIl-4fCybOIdk56jA",TRUE,56,-89.5110574,43.0955526,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"45","ckLRf3lYn9DxmNxd-mu2yA",TRUE,35,-89.523172,43.087887,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"46","Bznf9AaGgdsLI01H_ifrUA",TRUE,3,-89.511857,43.1083799,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"47","YaaQx4qt1f36iFT4TWivAw",TRUE,14,-89.51178,43.1060972,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"48","MBQc_jlZ3nlMOZy7SUM_5Q",TRUE,12,-89.525484,43.092882,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"49","yuIcDVSy03FQe1RWhicDQw",TRUE,3,-89.4864822,43.1020783,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"50","cruBFtsFaBuhX_I72uU8pA",TRUE,3,-89.4949208,43.0955472,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"51","X47o6R2rWiqGqvBtC7VS3Q",TRUE,19,-89.511243,43.0999335,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"52","_tnYCShXuDlXjNVNctTkCA",TRUE,11,-89.4904366,43.0926846,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"53","elBgDynz6UPoSqQgxiggJw",TRUE,3,-89.4971837,43.1077693,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"54","lN-5-YTsaJr_IByyA476iw",TRUE,10,-89.4997902,43.0969474,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"55","yNayFIJemmt-J3fNvmwuKA",TRUE,3,-89.5092899,43.094959,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"56","IEmqrFe96NOhU07TA0rZdw",FALSE,7,-89.4944219,43.104535,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"57","LOp0ciu7XhZwTqZUWG8qCw",TRUE,3,-89.5277451,43.0994184,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"58","O16EckCLtNoA49hewGht_w",TRUE,3,-89.493464,43.095357,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"59","8MqyXoay37xSmlUKjYv1XA",TRUE,3,-89.4950894,43.097044,4.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"60","KFJ1jBfFkRfyn3AoAUl3YQ",TRUE,5,-89.5160417,43.0976883,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"61","h8sRoUSjulDu9MfeUTEu6Q",TRUE,5,-89.5586484,43.0570227,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"62","JfBxZQCRtPoNewr6QM8Hng",TRUE,3,-89.5277025,43.0929029,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"63","G1qUGBNYNS220jKlPAlFsA",TRUE,34,-89.5120419,43.095724,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"64","oJUAJ6uqMbFYJjtPjanjRg",TRUE,5,-89.5271245,43.075383,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"65","xm1RtU63jxjYsm-7dzGaZA",TRUE,6,-89.5093171,43.0570899,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"66","6oDZ78JiSKjXVLcurCpnhw",TRUE,16,-89.5021602,43.0844596,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"67","vnwpKCeTrmt3FgMrE7AM-w",TRUE,7,-89.5280385,43.0749226,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"68","kiAsweI4sOjDzGyz3Y_HsQ",TRUE,12,-89.5113122,43.1062742,4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"69","qNBvH111qgJgLYUScbph7g",TRUE,3,-89.51012134552,43.1092183291912,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"70","mbtGl2I2A2To-8jiggN99g",FALSE,7,-89.497265,43.0966499,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"71","q8fD82us6uuGufvI44NoAg",TRUE,53,-89.5109658,43.0955423,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"72","oc0rCahXOaJeHLzzDdSfyA",FALSE,3,-89.513737,43.096359,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"73","Nj0vQjUYjaa7qbvZlEr2jQ",TRUE,16,-89.4949394,43.0968907,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"74","ugGTR2EvJ0c_-TpMS1LSNw",TRUE,4,-89.4933701,43.0947544,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"75","B0Vuwn6Hugc-0U5n31YBfg",TRUE,15,-89.48674,43.102896,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"76","pwHZ5uUB3cWis9O-L__hdA",TRUE,4,-89.5253382,43.09384,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"77","wVFxEPUy0Pcjr4GI5Cbr4Q",TRUE,3,-89.4707159,43.1136024,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"78","vknZxEFCHOMidG0OJKYekA",TRUE,9,-89.511286765337,43.1052072794222,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"79","Za25Zmt4pmc2WQ2eJaa1fQ",TRUE,3,-89.5036373,43.1156067,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"80","Wn8NhS-L1ck6jbTjX88Kkg",TRUE,36,-89.51625,43.094876,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"81","bMnr4RK5HEFvpuuxB5xRoA",TRUE,12,-89.4957363,43.0961424,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"82","uyp8kpTXKfKXvAB8HdJSAA",TRUE,10,-89.5104646682739,43.1109151584112,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"83","3zD6rxB92Mr0jb-LoYFFWw",TRUE,14,-89.2275279,43.1876921,1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"84","OC8AUJshLVimn_-P_INvJw",TRUE,4,-89.2185271,43.1832772,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"85","JGa7YehwC9UzpPQF8-pMeQ",TRUE,3,-89.2340467,43.1798191,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"86","xLmC8OBxrfPkJCC1HzeNhg",TRUE,5,-89.23571,43.175676,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"87","2pmMehsVKnwhgWPSOxrkjA",TRUE,8,-89.2287907,43.1876509,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"88","NDAxF0_RCZBQedVO_d5WnA",TRUE,9,-89.2304766,43.1807862,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"89","eptljN50_4BpIwc2Op_A_A",FALSE,20,-89.241085,43.1783069,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"90","u2suyhwZNjBkGDHKQ2uJOA",TRUE,3,-89.226643,43.187917,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"91","Xp7OA8gz7zDgB3I54jyb4g",TRUE,20,-89.2255538,43.1822682,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"92","5uxhIGZlJm9g_zfG_83z5Q",TRUE,6,-89.2482454,43.1753813,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"93","yV-eB-pQVeWE7W-WPC8BUg",TRUE,9,-89.230853,43.188072,4.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"94","rwerz1huEtiGR97ijEYeBQ",TRUE,3,-89.2260475,43.2241678,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"95","unMqU0OrlniCOKZIoQHb0A",TRUE,3,-89.231699,43.186768,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"96","h_lhVizdHBJOVNAIgTB3eQ",TRUE,7,-89.2255595,43.1941768,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"97","O9j6UX2LHdszkExzJ-v-BA",TRUE,4,-89.2124176025391,43.1836504964294,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"98","tZbKiggbDGeBpGnOYk0Syw",TRUE,3,-89.245982,43.174517,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"99","MlWXHxdbIODf9GUcvUTfGQ",TRUE,9,-89.2308961,43.1867059,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"100","yrtaaA32fCMh6A-DcGAnrg",TRUE,3,-89.2100449,43.1798042,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"101","RIsEPpt2jM7c_Ko_CyLwMw",TRUE,4,-89.225254,43.1824889,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"102","AnNk4SGK3bKtnvrOajhpug",TRUE,3,-89.192955,43.205895,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"103","Bw0_JDQnZeYf-2xTCpVEHA",TRUE,4,-89.211321,43.195821,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"104","22UfD-4PEOgXTr6sev5McQ",TRUE,6,-89.3524764,43.2072666,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"105","O_Pu4mKGOqQVlmH07Zbnhg",TRUE,14,-89.3387925624847,43.1934048235416,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"106","HGzdDbukK8RJEc623kLz5Q",TRUE,6,-89.344187,43.19553,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"107","jpxlSFhdrtbNyxS6vB036A",TRUE,23,-89.343511,43.196191,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"108","YypLpwWA75Y9aWPCJwTv8g",TRUE,3,-89.526072,43.074466,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"109","j1ezGpPI4vmqBLwyyLIsNA",TRUE,4,-89.3484538793564,43.0934121495742,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"110","0ilWo2kWlmP_Nv-P2rcNOA",FALSE,14,-89.3439745,43.1035763,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"111","5FlmcwCLqFveKQ-GVeolig",TRUE,8,-89.3066659,43.1193998,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"112","oX6KamASYXnMIe5kpVhezw",TRUE,20,-89.3083769,43.120575,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"113","TEmZrRoun4ws7GMAbMpQUw",TRUE,4,-89.294337,43.1292399,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"114","pcRVuHC1RXOkLQJ_haePGQ",TRUE,4,-89.3079672,43.1206625,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"115","OYZOzzipfXdWrYe1A2zeKw",TRUE,6,-89.3607378,43.1294885,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"116","NxxplxNZnrNEYXHTgv9h8g",FALSE,3,-89.3241248,43.0786878,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"117","S4TWo9X6b3gU6uucj4JN3g",TRUE,19,-89.314621,43.120577,3.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"118","xZwaUcrFMSY1O9dK2dAUpA",TRUE,17,-89.3636251240969,43.0944782495499,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"119","89O2bCyo92IpEEvgFXqOMw",TRUE,3,-89.323053,43.11731,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"120","qQvpS262VPEHKZvM6j5uhQ",TRUE,14,-89.3247222,43.1233605,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"121","XWDk-pLSbVE2Vvv9Z-zusQ",TRUE,10,-89.347232,43.101439,1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"122","NP5ip6oP6O57wjnnEy0P2w",TRUE,3,-89.3589989,43.1140154,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"123","T9l9Z3FKMSCIYvsP2g4efw",TRUE,7,-89.3475758,43.100181,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"124","fBSd-fl9-9LkitwrFRcBng",TRUE,8,-89.2999325,43.1247375,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"125","1hBOR97oX5Xph3J8Tdob7w",TRUE,46,-89.5296526,43.0904234,2.5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"126","ybkWtM1ZnT2ewuquj3A9KQ",TRUE,22,-89.3609713,43.12967,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"127","MHPJoUzvIT4aTKOG2elw3Q",TRUE,5,-89.3043428,43.1280302,1.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"128","zAsxPh3h9xMQnSDGl41kSg",TRUE,16,-89.3504214,43.0931063,3.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"129","f5ntGOT9_0pCdeUaUVi9cg",TRUE,16,-89.3520712,43.092724,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"130","0FdNeZAx-afgg8HV9oyqSw",TRUE,7,-89.363672,43.0947001,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"131","YSXuWnwzfC7EN2ZMB_A2Ng",TRUE,4,-89.305024,43.127374,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"132","Wk8sSxmxDdj_n4WJJRRLwQ",TRUE,3,-89.303076,43.132764,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"133","7DG41ejpSiTI-qDyBYFxwQ",TRUE,5,-89.3632832,43.1077661,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"134","jo-BEjs7UYovOAupDAN_yw",FALSE,3,-89.3632614,43.129412,1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"135","lNE3gOMb724YPlZAA8WlXQ",TRUE,6,-89.3141696,43.1234137,2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"136","cpGv6ES2hzPCtCUQgipwXw",TRUE,43,-89.3644666671753,43.0984345318305,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"137","V5S43vHLhHxKCb06Jwa3vw",TRUE,5,-89.3342888,43.1101326,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"138","wPidHd5FxspPRgVqdEQ-Xw",TRUE,48,-89.3257337,43.1146494,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"139","90wO0kSfCg6fETC4EY3aIg",TRUE,3,-89.330714,43.123477,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"140","Z93nRPr4suUxo63pJR9dkw",TRUE,3,-89.354953,43.092875,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"141","yYIEKwgQUHJpySOcVdCAkg",TRUE,8,-89.299369,43.136087,2.5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"142","pSiRWeCqs7a1xvS9ycLoTQ",TRUE,6,-89.2911086,43.1065745,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"143","oepqORGAqs3etUD9wwr1uQ",TRUE,6,-89.349247,43.100308,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"144","QF14BFUVHRODxGNVflgm3A",TRUE,13,-89.2941061,43.1294409,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MADISON"
"145","5TQQy_x_ArR3_5L5L0fFVQ",TRUE,25,-89.358775,43.10565,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"146","11yg-JMNCFowyIjJarzuDQ",TRUE,5,-89.300914,43.132307,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"147","R6ojvMJvskHGBbtednMQ1g",TRUE,5,-89.3599555,43.0919183,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"148","q83uB6EGF6y2MuR-7VZPRg",TRUE,5,-89.3718005,43.1340507,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"149","-52nir13iFnSMdBew674HA",TRUE,10,-89.295901,43.13219,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"150","bYdniNQEdYolz0onDWj0CA",TRUE,6,-89.292987,43.128685,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"151","oudTF4EN_C8thENGiTQf-w",TRUE,9,-89.3087635,43.1266792,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"152","ZjwZIQM4TfFO7T7ck7FtYQ",TRUE,8,-89.349625,43.112943,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MADISON"
"153","fMubmh1kiGwtxAUZ-mc3wA",TRUE,3,-89.327917,43.121827,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
"154","MVFeOZVt641WBvdsRmnhPg",TRUE,6,-89.357979,43.104434,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADISON"
